Position	Strand	Type	Locus	Product	EGDe_37C_TSS	sigB	prfA	EGDe_30C	EGDe_minusO2	EGDe_Stat	EGDe_Complete_TSS
1513890	+	Upstream	lmo1480	30S ribosomal protein S20	2	4	3	4	4	2	19
1515317	-	Upstream	lmo1481	DNA polymerase III subunit delta	18	48	26	40	79	43	254
1518198	-	Upstream	lmo1483	ComEB protein	62	87	18	6	11	4	188
1518863	-	Upstream	lmo1484	integral membrane protein ComEA	0	2	0	0	0	0	2
1520862	-	Middle	lmo1488	nicotinic acid mononucleotide adenylyltransferase	5	6	0	3	11	0	25
1520882	-	Middle	lmo1488	nicotinic acid mononucleotide adenylyltransferase	4	2	0	0	2	0	8
1524020	-	Upstream	lmo1492	hypothetical protein	3	8	2	11	121	8	153
1524026	-	Upstream	lmo1492	hypothetical protein	7	11	5	35	276	24	358
1524037	-	Upstream	lmo1492	hypothetical protein	0	2	0	2	4	2	10
1524058	-	Upstream	lmo1492	hypothetical protein	23	34	11	15	79	0	162
1524125	+	Upstream	lmo1493	oligopeptidase	0	3	2	6	9	0	20
1527031	-	Middle	lmo1495	hypothetical protein	5	5	0	0	0	0	10
1527409	-	Upstream	lmo1495	hypothetical protein	2	0	2	0	0	0	4
1527991	-	Upstream	lmo1496	transcription elongation factor GreA	11	26	11	12	33	22	115
1528048	-	Upstream	lmo1496	transcription elongation factor GreA	33	14	7	2	31	3	90
1530553	-	Upstream	lmo1499	hypothetical protein	4	2	0	0	11	0	17
1532431	-	Upstream	lmo1503	hypothetical protein	40	30	23	45	203	66	407
1535245	-	Upstream	lmo1504	alanyl-tRNA synthetase	2	2	0	2	11	2	19
1535250	-	Upstream	lmo1504	alanyl-tRNA synthetase	364	478	88	171	548	46	1695
1535406	-	Intergenic	NA	NA	70	37	9	16	25	3	160
1537795	+	Upstream	lmo1507	two-component response regulators	0	0	0	3	3	2	8
1543845	-	Upstream	lmo1511	hypothetical protein	5	5	9	0	12	4	35
1545056	-	Upstream	lmo1512	tRNA-specific 2-thiouridylase MnmA	0	5	0	0	0	0	5
1545078	-	Middle	lmo1513	iron-sulfur cofactor synthesis protein	2	4	2	0	0	0	8
1546269	-	Upstream	lmo1513	iron-sulfur cofactor synthesis protein	6	7	3	10	8	0	34
1546531	-	Upstream	NA	NA	0	0	0	0	5	2	7
1546537	-	Intergenic	NA	NA	104	45	39	96	870	72	1226
1547909	-	Upstream	lmo1514	recombination factor protein RarA	18	13	4	2	9	0	46
1547995	+	Upstream	lmo1515	hypothetical protein	0	4	2	14	45	42	107
1548651	+	Upstream	lmo1516	ammonium transporter NrgA	3	5	0	0	0	0	8
1552629	-	Upstream	lmo1519	aspartyl-tRNA synthetase	0	4	2	0	0	0	6
1553924	-	Upstream	lmo1520	histidyl-tRNA synthetase	7	5	0	0	0	0	12
1554209	-	Upstream	NA	NA	34	28	9	4	37	3	115
1554317	+	Upstream	lmo1521	N-acetylmuramoyl-L-alanine amidase	92	51	29	20	30	12	234
1556177	-	Middle	lmo1523	pppGpp synthetase	3	6	0	2	0	4	15
1558443	-	Upstream	lmo1523	pppGpp synthetase	2	2	2	0	10	0	16
1561450	-	Upstream	lmo1525	single-stranded-DNA-specific exonuclease RecJ	181	182	89	750	897	154	2253
1561882	-	Upstream	lmo1526	hypothetical protein	4	3	0	0	0	4	11
1561906	-	Upstream	lmo1526	hypothetical protein	354	2	258	63	97	385	1159
1564286	-	Upstream	lmo1527	bifunctional preprotein translocase subunit SecD-SecF	0	0	0	0	0	11	11
1564298	-	Upstream	lmo1527	bifunctional preprotein translocase subunit SecD-SecF	0	2	0	0	5	0	7
1564305	-	Upstream	lmo1527	bifunctional preprotein translocase subunit SecD-SecF	2	0	0	0	4	0	6
1564656	-	Upstream	lmo1528	hypothetical protein	5	0	0	0	3	0	8
1564666	-	Upstream	lmo1528	hypothetical protein	73	68	10	58	283	181	673
1565129	-	Upstream	lmo1529	hypothetical protein	0	3	2	4	2	11	22
1565136	-	Upstream	lmo1529	hypothetical protein	4	4	0	0	2	0	10
1565146	-	Middle	lmo1530	queuine tRNA-ribosyltransferase	0	2	3	0	0	4	9
1566303	-	Upstream	lmo1530	queuine tRNA-ribosyltransferase	41	24	14	18	53	19	169
1569028	-	Upstream	lmo1533	Holliday junction DNA helicase RuvA	3	2	0	0	0	0	5
1569055	-	Upstream	lmo1533	Holliday junction DNA helicase RuvA	42	54	15	26	79	19	235
1570084	-	Upstream	lmo1534	L-lactate dehydrogenase	3	0	0	0	0	0	3
1570102	-	Upstream	lmo1534	L-lactate dehydrogenase	3	4	0	0	0	0	7
1570916	-	Upstream	lmo1535	hypothetical protein	26	28	9	17	66	17	163
1573227	-	Upstream	lmo1537	GTPase ObgE	6	16	4	13	11	6	56
1574912	-	Upstream	lmo1538	glycerol kinase	14	4	2	6	5	8	39
1575785	-	Upstream	lmo1539	glycerol uptake facilitator	0	0	2	0	0	5	7
1575917	-	Upstream	lmo1539	glycerol uptake facilitator	40	11	9	18	12	8	98
1575995	-	Intergenic	NA	NA	40	0	13	13	10	30	106
1577055	-	Upstream	lmo1542	50S ribosomal protein L21	0	4	3	14	8	8	37
1577162	-	Upstream	NA	NA	6240	8301	3724	6479	1865	1728	28337
1580114	-	Upstream	lmo1545	septum formation inhibitor	2	2	2	2	3	2	13
1580125	-	Upstream	lmo1545	septum formation inhibitor	2	6	0	0	3	3	14
1580137	-	Upstream	lmo1545	septum formation inhibitor	93	143	77	24	39	9	385
1582815	-	Upstream	lmo1548	rod shape-determining protein MreB	5	6	4	9	17	7	48
1589138	-	Upstream	NA	NA	12	10	7	163	280	29	501
1594438	-	Upstream	lmo1557	glutamyl-tRNA reductase	7	0	0	10	38	12	67
1595148	-	Upstream	lmo1558	ribosome biogenesis GTP-binding protein YsxC	39	48	28	18	46	8	187
1597149	-	Upstream	lmo1559	threonyl-tRNA synthetase	3	2	0	0	0	0	5
1597176	-	Upstream	lmo1559	threonyl-tRNA synthetase	5	0	0	0	3	2	10
1597416	-	Middle	NA	NA	0	0	0	0	10	0	10
1597455	-	Upstream	NA	NA	25	67	23	21	85	11	232
1599815	-	Middle	lmo1562	transcriptional regulator NrdR	0	0	0	0	0	2	2
1599835	-	Middle	lmo1562	transcriptional regulator NrdR	0	0	0	0	5	2	7
1599842	-	Middle	lmo1562	transcriptional regulator NrdR	0	0	0	0	5	0	5
1600299	-	Upstream	lmo1562	transcriptional regulator NrdR	5	3	0	0	0	0	8
1600324	-	Upstream	lmo1562	transcriptional regulator NrdR	107	118	30	12	7	2	276
1604479	-	Upstream	lmo1565	DNA polymerase I	3	2	0	0	4	0	9
1609923	-	Upstream	lmo1570	pyruvate kinase	6	5	3	0	0	0	14
1609957	-	Upstream	lmo1570	pyruvate kinase	174	178	57	95	163	82	749
1610105	-	Upstream	lmo1570	pyruvate kinase	4	0	0	0	0	0	4
1611207	-	Upstream	lmo1571	6-phosphofructokinase	318	206	128	52	57	52	813
1612429	-	Middle	lmo1573	acetyl-CoA carboxylase subunit beta	8	8	5	20	40	22	103
1612437	-	Middle	lmo1573	acetyl-CoA carboxylase subunit beta	2	4	0	5	7	3	21
1612443	-	Middle	lmo1573	acetyl-CoA carboxylase subunit beta	4	5	5	2	7	2	25
1612454	-	Middle	lmo1573	acetyl-CoA carboxylase subunit beta	0	0	0	0	6	0	6
1613300	-	Upstream	lmo1573	acetyl-CoA carboxylase subunit beta	0	0	0	0	0	9	9
1613451	-	Intergenic	NA	NA	4	2	0	5	45	0	56
1616849	-	Upstream	lmo1574	highly DNA polymerase III alpha subunit DnaE	3	0	0	14	39	49	105
1619243	-	Middle	lmo1577	metal-dependent hydrolase	6	6	2	0	0	0	14
1619960	-	Upstream	lmo1577	metal-dependent hydrolase	17	13	4	6	13	0	53
1620064	+	Upstream	lmo1578	X-Pro dipeptidase	19	18	17	37	80	68	239
1622365	-	Upstream	lmo1579	alanine dehydrogenase	0	0	0	0	3	2	5
1622374	-	Upstream	lmo1579	alanine dehydrogenase	0	2	2	0	2	2	8
1622384	-	Upstream	lmo1579	alanine dehydrogenase	6	6	5	0	2	2	21
1622393	-	Upstream	lmo1579	alanine dehydrogenase	106	121	75	46	123	67	538
1622547	+	Upstream	lmo1580	hypothetical protein	907	315	279	239	342	386	2468
1622554	+	Upstream	lmo1580	hypothetical protein	11	3	4	3	4	0	25
1622577	+	Upstream	lmo1580	hypothetical protein	4	3	4	2	0	0	13
1625349	-	Upstream	lmo1582	weakly site specific DNA-methyltransferase	3	5	3	35	53	32	131
1626030	-	Upstream	lmo1583	thiol peroxidase	3	3	0	3	3	0	12
1626031	-	Upstream	lmo1583	thiol peroxidase	84	67	33	140	93	164	581
1627660	-	Upstream	lmo1585	proteases	158	155	75	113	160	43	704
1627777	+	Upstream	lmo1586	inorganic polyphosphate-ATP-NAD kinase	198	194	57	23	121	25	618
1633790	-	Upstream	lmo1591	N-acetyl-gamma-glutamyl-phosphate reductase	3	13	4	0	0	0	20
1636313	-	Upstream	lmo1593	iron-sulfur cofactor synthesis protein nifS	13	4	5	18	13	0	53
1638259	-	Upstream	lmo1594	septation ring formation regulator EzrA	8	11	6	6	16	2	49
1638390	+	Upstream	lmo1595	hypothetical protein	54	109	39	196	300	114	812
1638942	+	Upstream	lmo1596	30S ribosomal protein S4	591	762	604	7138	4649	3025	16769
1638943	+	Upstream	lmo1596	30S ribosomal protein S4	5	15	16	152	100	63	351
1638956	+	Upstream	lmo1596	30S ribosomal protein S4	0	3	4	147	215	25	394
1638965	+	Upstream	lmo1596	30S ribosomal protein S4	0	3	2	33	59	11	108
1639078	+	Upstream	lmo1596	30S ribosomal protein S4	0	0	0	3	5	0	8
1639092	+	Upstream	lmo1596	30S ribosomal protein S4	3	0	6	2	0	0	11
1639098	+	Upstream	lmo1596	30S ribosomal protein S4	61	43	30	25	3	0	162
1639107	+	Upstream	lmo1596	30S ribosomal protein S4	16	6	4	6	0	0	32
1640029	-	Intergenic	NA	NA	4	5	7	0	0	0	16
1640039	-	Intergenic	NA	NA	2	2	0	0	2	0	6
1640132	-	Intergenic	NA	NA	25	37	9	11	4	0	86
1641004	-	Upstream	lmo1597	hypothetical protein	0	2	2	0	4	0	8
1641072	-	Upstream	lmo1597	hypothetical protein	0	5	0	0	0	0	5
1641109	-	Upstream	lmo1597	hypothetical protein	11	4	8	6	0	5	34
1641120	-	Upstream	lmo1597	hypothetical protein	179	360	179	49	93	64	924
1642826	-	Upstream	NA	NA	67	77	20	130	220	29	543
1643896	-	Upstream	lmo1599	catabolite control protein A	6	0	0	0	0	0	6
1643922	-	Upstream	lmo1599	catabolite control protein A	3	4	0	0	0	2	9
1643942	-	Upstream	lmo1599	catabolite control protein A	41	46	28	26	36	24	201
1645227	-	Upstream	lmo1600	bifunctional 3-deoxy-7-phosphoheptulonate synthase-chorismate mutase	34	15	6	40	103	7	205
1646433	-	Upstream	lmo1602	hypothetical protein	64	2	19	33	18	20	156
1646450	-	Upstream	lmo1602	hypothetical protein	0	0	0	0	0	5	5
1646486	-	Upstream	lmo1602	hypothetical protein	0	0	0	0	5	10	15
1646505	-	Upstream	lmo1602	hypothetical protein	5	0	0	0	0	0	5
1646515	-	Upstream	lmo1602	hypothetical protein	93	41	6	50	495	127	812
1646622	+	Upstream	lmo1603	aminopeptidase	8	11	11	14	13	5	62
1648390	-	Upstream	lmo1604	2-cys peroxiredoxin	4	6	3	3	0	0	16
1648397	-	Upstream	lmo1604	2-cys peroxiredoxin	5	8	2	2	0	0	17
1648407	-	Upstream	lmo1604	2-cys peroxiredoxin	465	829	611	246	336	118	2605
1650023	-	Upstream	lmo1605	UDP-N-acetylmuramate--L-alanine ligase	3	2	0	0	5	0	10
1652527	-	Upstream	lmo1606	DNA translocase	10	5	3	4	22	5	49
1652597	-	Upstream	lmo1606	DNA translocase	8	0	0	0	3	0	11
1653457	-	Middle	lmo1608	hypothetical protein	3	0	2	0	0	0	5
1653469	-	Middle	lmo1608	hypothetical protein	13	20	6	19	13	6	77
1654607	-	Upstream	lmo1609	thioredoxin	0	5	0	5	5	6	21
1654910	-	Middle	lmo1611	aminopeptidase	3	0	0	0	0	0	3
1656003	-	Upstream	lmo1611	aminopeptidase	108	96	41	42	152	50	489
1656112	+	Upstream	lmo1612	hypothetical protein	76	96	36	22	47	10	287
1656148	+	Upstream	lmo1612	hypothetical protein	4	5	2	2	0	0	13
1656156	+	Upstream	lmo1612	hypothetical protein	0	0	0	0	3	2	5
1656810	-	Upstream	lmo1613	hypothetical protein	0	0	2	0	0	4	6
1656843	-	Upstream	lmo1613	hypothetical protein	104	123	49	10	41	24	351
1658491	-	Middle	lmo1616	hypothetical protein	6	4	3	5	5	2	25
1658499	-	Middle	lmo1616	hypothetical protein	4	7	3	0	0	0	14
1659319	-	Upstream	lmo1616	hypothetical protein	6	6	0	0	0	0	12
1659325	-	Upstream	lmo1616	hypothetical protein	263	213	85	163	548	53	1325
1662483	-	Upstream	lmo1619	D-amino acid aminotransferase	2	5	0	0	5	0	12
1662555	-	Upstream	lmo1619	D-amino acid aminotransferase	5	8	2	0	0	0	15
1664010	-	Upstream	lmo1620	dipeptidase PepV	357	535	309	142	297	191	1831
1664019	-	Upstream	lmo1620	dipeptidase PepV	4	2	0	0	0	0	6
1664026	-	Upstream	lmo1620	dipeptidase PepV	5	3	0	0	0	0	8
1664496	-	Upstream	lmo1621	weakly E. coli MutT protein dGTP pyrophosphohydrolase	4	0	0	0	0	0	4
1664514	-	Upstream	lmo1621	weakly E. coli MutT protein dGTP pyrophosphohydrolase	194	135	65	65	27	70	556
1667737	-	Upstream	lmo1624	putative transporters	4	0	2	0	2	2	10
1667753	-	Upstream	lmo1624	putative transporters	3	7	0	14	14	6	44
1669464	-	Upstream	lmo1625	putative transporters	2	4	0	0	2	0	8
1669993	-	Upstream	lmo1626	hypothetical protein	13	32	14	15	44	8	126
1672695	-	Middle	lmo1630	indole-3-glycerol-phosphate synthase	8	6	2	0	0	3	19
1676916	-	Upstream	NA	NA	57	54	28	18	47	4	208
1677285	+	Upstream	lmo1634	bifunctional acetaldehyde-CoA-alcohol dehydrogenase	16	19	3	0	13	0	51
1677286	+	Upstream	lmo1634	bifunctional acetaldehyde-CoA-alcohol dehydrogenase	3136	4791	952	972	3722	191	13764
1677292	+	Upstream	lmo1634	bifunctional acetaldehyde-CoA-alcohol dehydrogenase	13	13	3	0	0	0	29
1677391	+	Upstream	lmo1634	bifunctional acetaldehyde-CoA-alcohol dehydrogenase	31	68	16	7	42	4	168
1680115	+	Upstream	lmo1635	hypothetical protein	3	3	0	2	2	2	12
1680598	+	Upstream	lmo1636	similar to ABC transporter ATP-binding protein	0	3	0	0	0	3	6
1680618	+	Upstream	lmo1636	similar to ABC transporter ATP-binding protein	0	2	0	3	11	6	22
1684479	-	Upstream	lmo1640	hypothetical protein	28	21	17	42	30	77	215
1687305	-	Upstream	lmo1641	aconitate hydratase	11	9	7	13	36	10	86
1688671	-	Middle	lmo1644	SNF2-type helicase	0	0	0	0	3	0	3
1688703	-	Middle	lmo1644	SNF2-type helicase	8	9	4	0	10	5	36
1689165	-	Middle	lmo1644	SNF2-type helicase	10	9	5	0	4	0	28
1691923	-	Upstream	lmo1644	SNF2-type helicase	12	12	4	7	5	0	40
1696219	-	Upstream	lmo1646	putative exonucleases SbcD	2	0	0	0	6	2	10
1696241	+	Upstream	lmo1647	1-acylglycerol-3-phosphate O-acyltransferases	2	0	0	0	10	0	12
1697318	-	Upstream	lmo1648	hypothetical protein	5	2	0	0	2	0	9
1697471	-	Upstream	lmo1648	hypothetical protein	0	0	0	0	9	2	11
1698102	-	Upstream	lmo1649	hypothetical protein	277	552	377	190	415	191	2002
1702543	-	Intergenic	NA	NA	2	6	2	5	3	2	20
1704003	-	Upstream	lmo1654	putative cellsurface protein	4	0	0	0	9	0	13
1705662	-	Upstream	lmo1656	hypothetical protein	4	4	2	0	3	0	13
1706257	-	Middle	lmo1657	elongation factor Ts	3	4	4	0	0	0	11
1708039	-	Upstream	lmo1658	30S ribosomal protein S2	2	4	0	0	0	0	6
1708050	-	Upstream	lmo1658	30S ribosomal protein S2	74	78	40	37	27	9	265
1711555	-	Upstream	NA	NA	112	152	37	85	143	39	568
1715146	-	Upstream	lmo1663	asparagine synthetase	5	20	11	23	60	6	125
1715630	-	Middle	lmo1664	S-adenosylmethionine synthetase	5	0	0	7	5	2	19
1716651	-	Upstream	NA	NA	0	0	2	18	7	2	29
1716657	-	Upstream	NA	NA	4	3	0	11	14	3	35
1716665	-	Upstream	NA	NA	75	92	28	519	771	100	1585
1716818	+	Upstream	lmo1665	hypothetical protein	2	6	0	8	33	2	51
1722362	-	Upstream	lmo1666	peptidoglycan linked protein LPXTG	2	3	4	0	4	5	18
1722377	-	Upstream	lmo1666	peptidoglycan linked protein LPXTG	13	11	7	7	29	44	111
1722390	-	Upstream	lmo1666	peptidoglycan linked protein LPXTG	81	0	28	28	51	214	402
1723380	-	Middle	lmo1668	some similarity to hypothetical proteins	3	2	2	0	0	0	7
1723387	-	Middle	lmo1668	some similarity to hypothetical proteins	0	3	0	0	0	0	3
1723616	-	Upstream	lmo1668	some similarity to hypothetical proteins	47	28	31	10	19	7	142
1724202	+	Middle	lmo1670	hypothetical protein	19	21	2	4	5	0	51
1727827	-	Middle	lmo1674	prolyl aminopetidases	3	3	0	0	0	0	6
1731806	-	Upstream	lmo1676	menaquinone-specific isochorismate synthase	25	27	18	52	106	54	282
1731914	+	Upstream	lmo1677	1-4-dihydroxy-2-naphthoate octaprenyltransferase	8	3	11	18	39	19	98
1739621	-	Upstream	NA	NA	0	3	2	5	4	3	17
1739634	-	Upstream	NA	NA	7	3	0	0	7	0	17
1741022	-	Middle	lmot19	tRNA-Ser	0	0	0	3	2	4	9
1741083	-	Upstream	lmot19	tRNA-Ser	75	135	147	468	331	281	1437
1741231	-	Middle	lmot21	tRNA-Ile	0	2	0	4	4	0	10
1741271	-	Upstream	lmot21	tRNA-Ile	0	0	0	2	6	2	10
1741463	-	Upstream	lmot23	tRNA-His	0	0	0	16	52	0	68
1741729	-	Upstream	lmot26	tRNA-Met	2	0	0	3	0	0	5
1741853	-	Upstream	lmot27	tRNA-Ser	155	516	457	857	5083	492	7560
1741910	-	Middle	lmot28	tRNA-Met	0	3	4	7	2	2	18
1741998	-	Middle	lmot29	tRNA-Met	22	71	80	166	152	90	581
1742150	-	Upstream	lmot30	tRNA-Ala	5	19	11	916	493	363	1807
1742156	-	Upstream	lmot30	tRNA-Ala	0	0	0	3	28	2	33
1742466	-	Middle	lmot34	tRNA-Gly	0	0	0	0	0	8	8
1742476	-	Middle	lmot34	tRNA-Gly	0	3	4	2	4	0	13
1748044	-	Upstream	lmor09	16S rRNA	2	3	2	0	0	0	7
1748059	-	Upstream	lmor09	16S rRNA	43	62	23	0	9	0	137
1748153	-	Intergenic	NA	NA	4	2	4	0	2	0	12
1748734	-	Upstream	lmo1683	PerR Fur family transcription regulators Fur family- PerR in B. subtilis	190	206	52	79	121	35	683
1749762	-	Upstream	lmo1684	glycerate dehydrogenases	82	60	6	15	30	15	208
1749850	+	Upstream	lmo1685	glutamate-1-semialdehyde aminotransferase	5	8	6	52	188	31	290
1751221	+	Upstream	lmo1686	hypothetical protein	10	9	2	0	7	2	30
1752953	-	Upstream	lmo1687	hypothetical protein	0	0	0	3	0	15	18
1752975	-	Upstream	lmo1687	hypothetical protein	1950	2461	1593	1558	3173	1751	12486
1753878	-	Middle	lmo1689	A-G-specific adenine glycosylase	0	0	0	0	0	8	8
1755008	+	Upstream	lmo1690	hypothetical protein	9	4	3	6	3	8	33
1755039	-	Upstream	lmo1689	A-G-specific adenine glycosylase	19	27	10	8	15	20	99
1756906	-	Middle	lmo1693	recombination regulator RecX	8	5	0	9	6	0	28
1757689	-	Upstream	lmo1693	recombination regulator RecX	24	49	23	7	40	7	150
1757748	+	Upstream	lmo1694	CDP-abequose synthase	45	0	12	33	79	111	280
1762052	-	Upstream	lmo1696	hypothetical protein	39	58	19	42	143	17	318
1762176	+	Upstream	lmo1697	putative transmembrane proteins	3	0	3	7	15	3	31
1763763	-	Upstream	lmo1698	ribosomal-protein-alanine N-acetyltransferase	2	9	2	6	3	31	53
1763772	-	Upstream	lmo1698	ribosomal-protein-alanine N-acetyltransferase	51	77	24	29	114	42	337
1763895	+	Upstream	lmo1699	some similarities to methyl-accepting chemotaxis proteins	0	0	0	11	0	0	11
1767319	-	Upstream	lmo1703	similar to RNA methyltransferases	14	16	10	14	63	4	121
1767814	+	Upstream	lmo1705	deoxyguanosine kinase-deoxyadenosine kinaseI subunit	131	179	103	79	70	17	579
1769456	+	Upstream	lmo1707	hypothetical protein	0	0	0	0	15	6	21
1771406	-	Upstream	lmo1709	methionine aminopeptidase	3	7	6	2	0	0	18
1771434	-	Upstream	lmo1709	methionine aminopeptidase	915	1815	1108	1034	1347	807	7026
1771523	+	Upstream	lmo1710	putative flavodoxin	243	271	83	9	15	0	621
1771571	+	Upstream	lmo1710	putative flavodoxin	3	2	0	0	0	0	5
1772149	+	Upstream	lmo1711	highly aminopeptidases	68	81	31	23	31	22	256
1772176	+	Upstream	lmo1711	highly aminopeptidases	0	5	0	2	3	0	10
1774942	+	Upstream	lmo1713	rod shape-determining protein MreB	4	2	0	0	0	2	8
1776877	-	Upstream	lmo1714	hypothetical protein	2	3	2	0	0	0	7
1777729	+	Upstream	lmo1716	putative transcription regulators	27	29	5	8	5	3	77
1778256	+	Middle	lmo1716	putative transcription regulators	3	2	0	7	5	2	19
1779542	-	Upstream	lmo1717	hypothetical protein	16	27	7	3	4	2	59
1781139	-	Upstream	lmo1719	phosphotransferase system PTS lichenan-specific enzyme IIA component	2	12	3	0	2	2	21
1781535	-	Upstream	lmo1720	phosphotransferase system PTS lichenan-specific enzyme IIB component	8	14	5	0	5	0	32
1781898	-	Middle	lmo1721	transcriptional regulator NifA-NtrC family	3	8	0	0	0	0	11
1784366	-	Upstream	lmo1721	transcriptional regulator NifA-NtrC family	53	49	16	21	55	24	218
1785822	-	Upstream	lmo1722	ATP-dependent RNA helicases	13	17	2	2	18	0	52
1788776	-	Upstream	lmo1726	hypothetical protein	12	16	2	5	9	7	51
1789802	-	Upstream	lmo1727	transcription regulators LacI family	8	10	2	3	2	4	29
1806443	-	Upstream	lmo1736	hypothetical protein	2	0	0	0	3	3	8
1806450	-	Middle	lmo1737	glycerol dehydrogenase	0	0	0	4	5	6	15
1806459	-	Middle	lmo1737	glycerol dehydrogenase	0	0	0	0	12	0	12
1807601	-	Upstream	lmo1737	glycerol dehydrogenase	69	89	28	19	76	28	309
1810065	-	Upstream	NA	NA	15	30	4	16	25	11	101
1815107	-	Upstream	lmo1745	two-component response regulator	16	24	9	3	34	24	110
1817904	-	Upstream	lmo1747	ABC transporter ATP-binding protein	0	7	4	5	4	0	20
1818544	-	Upstream	lmo1748	hypothetical protein	8	14	11	13	20	11	77
1818663	+	Upstream	lmo1749	shikimate kinase	4	3	0	0	3	0	10
1819829	-	Upstream	lmo1750	hypothetical protein	21	20	8	12	31	6	98
1822299	-	Upstream	lmo1752	hypothetical protein	2	0	0	0	7	0	9
1823418	-	Upstream	lmo1753	putative lipid kinase	32	14	9	5	37	0	97
1826783	-	Upstream	lmo1756	aspartyl-glutamyl-tRNA amidotransferase subunit C	26	18	6	10	25	8	93
1829984	-	Middle	lmo1759	ATP-dependent DNA helicase	0	2	0	0	6	3	11
1832212	-	Upstream	lmo1759	ATP-dependent DNA helicase	11	13	4	0	5	6	39
1832947	-	Upstream	lmo1760	geranylgeranylglyceryl phosphate synthase-like protein	50	70	43	22	48	7	240
1835124	-	Upstream	lmo1763	hypothetical protein	12	32	16	48	25	32	165
1842976	-	Middle	lmo1769	phosphoribosylformylglycinamidine synthase II	2	3	3	2	2	16	28
1847508	-	Middle	lmo1775	phosphoribosylaminoimidazole carboxylase catalytic subunit	6	6	2	0	0	0	14
1847974	-	Upstream	lmo1775	phosphoribosylaminoimidazole carboxylase catalytic subunit	3	4	0	0	0	0	7
1847994	-	Upstream	lmo1775	phosphoribosylaminoimidazole carboxylase catalytic subunit	5	2	4	4	28	10	53
1848732	-	Upstream	lmo1776	hypothetical protein	7	0	0	3	0	2	12
1853947	-	Upstream	lmor12	16S rRNA	5	8	3	0	2	0	18
1853998	-	Intergenic	NA	NA	8	3	0	0	0	0	11
1855538	+	Upstream	lmo1779	hypothetical protein	6	4	3	0	7	0	20
1857205	-	Upstream	lmo1780	peptidase T	80	63	20	3	2	0	168
1857209	-	Upstream	lmo1780	peptidase T	268	268	109	228	222	263	1358
1857793	-	Upstream	lmo1781	hypothetical protein	8	8	0	4	12	5	37
1857833	+	Upstream	lmo1782	3-exo-deoxyribonuclease exoA	11	4	3	8	16	5	47
1859010	-	Upstream	lmo1783	50S ribosomal protein L20	2	2	2	5	0	0	11
1859039	-	Upstream	lmo1783	50S ribosomal protein L20	5	12	0	3	11	0	31
1859056	-	Middle	lmo1784	50S ribosomal protein L35	5	4	0	5	5	5	24
1859806	-	Upstream	lmo1785	translation initiation factor IF-3	6	0	4	7	3	0	20
1860017	-	Intergenic	NA	NA	76	64	9	106	65	21	341
1861190	-	Upstream	lmo1786	internalin C	6	6	0	0	0	0	12
1861533	-	Intergenic	NA	NA	3	7	3	2	0	0	15
1862251	-	Upstream	lmo1787	50S ribosomal protein L19	23	16	19	0	2	0	60
1862286	-	Upstream	lmo1787	50S ribosomal protein L19	0	0	0	3	0	2	5
1862335	-	Upstream	lmo1787	50S ribosomal protein L19	99	88	57	77	51	30	402
1862439	+	Upstream	lmo1788	transcription regulator	8	14	5	5	9	5	46
1866331	-	Upstream	lmo1794	hypothetical protein	12	13	6	4	25	17	77
1867087	-	Upstream	lmo1795	hypothetical protein	11	13	7	18	61	50	160
1867415	-	Upstream	lmo1796	hypothetical protein	0	0	0	4	2	3	9
1867440	-	Middle	lmo1797	30S ribosomal protein S16	22	14	7	37	28	5	113
1867730	-	Upstream	lmo1797	30S ribosomal protein S16	185	163	139	87	188	33	795
1872445	-	Upstream	lmo1799	peptidoglycan binding protein	3	0	0	0	0	0	3
1873646	-	Upstream	lmo1800	protein-tyrosine phosphatase	0	3	3	0	0	0	6
1875478	-	Upstream	lmo1802	putative DNA-binding protein	5	5	0	0	15	0	25
1880883	-	Upstream	lmo1805	ribonuclease III	9	49	6	23	9	0	96
1881292	-	Upstream	lmo1806	acyl carrier protein	612	698	534	724	1092	448	4108
1881307	-	Upstream	lmo1806	acyl carrier protein	2	8	0	5	0	0	15
1881323	-	Upstream	lmo1806	acyl carrier protein	2	6	4	8	6	34	60
1881331	-	Upstream	lmo1806	acyl carrier protein	0	4	0	0	0	3	7
1884088	-	Upstream	lmo1809	putative glycerol-3-phosphate acyltransferase PlsX	0	0	0	2	2	2	6
1884099	-	Middle	lmo1810	fatty acid biosynthesis transcriptional regulator	0	0	0	0	7	0	7
1884784	-	Upstream	lmo1810	fatty acid biosynthesis transcriptional regulator	3	0	0	0	9	0	12
1886912	-	Middle	lmo1812	L-serine dehydratase	0	3	0	2	4	2	11
1887801	-	Upstream	lmo1812	L-serine dehydratase	8	10	5	4	0	0	27
1890693	-	Upstream	lmo1815	hypothetical protein	0	4	2	2	2	2	12
1890705	-	Upstream	lmo1815	hypothetical protein	0	5	2	0	0	0	7
1890729	-	Upstream	lmo1815	hypothetical protein	4	4	4	0	2	0	14
1890880	+	Upstream	lmo1816	50S ribosomal protein L28	134	129	62	194	160	31	710
1890896	+	Upstream	lmo1816	50S ribosomal protein L28	2	2	0	5	2	0	11
1890909	+	Upstream	lmo1816	50S ribosomal protein L28	3	2	2	3	6	0	16
1890915	+	Upstream	lmo1816	50S ribosomal protein L28	0	2	4	6	4	0	16
