Genome elements	LOGFC_EGD_WT vs EGDe_280212.ge	STAT_EGD_WT vs EGDe_280212_LPE.ge	LOGFC_EGD_WT vs EGDe_280212.gr	STAT_EGD_WT vs EGDe_280212_TSTUDENTTILING.gr	CORR_EGD_WT vs EGDe_280212_ARRAYSCORR.gr	STAT_EGD_WT vs EGDe_280212_FDRBY.gr	STAT_EGD_WT vs EGDe_280212_FDRBONF.gr	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo2617	0.7996954010826105	0.13262285092048387	0.46420219445799926	0.006003814439831825	0.5804737576701983	0.5459572016914253	1.0	-	2698387	2698923	537	rplF		50S ribosomal protein L6				ATG	 
lmo2618	0.8788123574586084	0.10176784034866992	0.4085260976505003	1.235347592050085E-4	0.464861576175255	0.5012727629131764	0.6770870773203796	-	2698954	2699352	399	rpsH		30S ribosomal protein S8				ATG	 
lmo2619	1.1010882312420112	0.04016472595415621	0.6214072032680003	0.015836239108941955	0.5643573200006526	0.6112063132129805	1.0	-	2699383	2699568	186			30S ribosomal protein S14				GTG	 
lmo2620	1.1563979039920103	0.029415279565332852	0.7121576838355002	3.1515277480468294E-4	0.6158413824316483	0.5030469281219967	0.951771502682513	-	2699600	2700139	540	rplE		50S ribosomal protein L5				ATG	 
lmo2621	0.6305158615680622	0.35248151227116464	0.46856526842150004	0.1421566439809503	0.7431458857453659	1.0	1.0	-	2700166	2700477	312	rplX		50S ribosomal protein L24				ATG	 
lmo2622	1.2628341148119606	0.03146296327047238	0.7290441368340002	0.0015678617002890262	0.5773079205597457	0.5134677701367755	1.0	-	2700515	2700883	369	rplN		50S ribosomal protein L14				ATG	 
lmo2623	1.2417445458201097	0.031204936240352144	0.8562530532345001	0.002144864283364677	0.6895565244210419	0.5178464956854453	1.0	-	2700963	2701226	264	rpsQ		30S ribosomal protein S17				ATG	 
lmo2624	1.0756592253174109	0.057957594482750174	0.6180019029264998	0.0033085060610992087	0.5745331684801352	0.5265544230869187	1.0	-	2701254	2701445	192	rpmC		50S ribosomal protein L29				ATG	 
lmo2625	1.0188540463747113	0.0954838281939594	0.49999318492499967	0.0010025530084139757	0.4907407363243798	0.5088792049622272	1.0	-	2701435	2701869	435	rplP		50S ribosomal protein L16				ATG	 
lmo2626	0.9952032294047104	0.07381700000781244	0.44950783451599996	2.1177541432929504E-5	0.4516744130592071	0.5002461625309446	0.5303580056441044	-	2701872	2702528	657	rpsC		30S ribosomal protein S3				GTG	 
lmo2627	0.9314014022791621	0.0775732249150809	0.3082678844920004	0.08881334136731027	0.33097210691079193	1.0	1.0	-	2702532	2702888	357	rplV		50S ribosomal protein L22				ATG	 
lmo2628	0.8188604762297604	0.07908967190161476	0.22954074583900042	0.3532120639148346	0.28031728542555107	1.0	1.0	-	2702909	2703187	279	rpsS		30S ribosomal protein S19				ATG	 
lmo2629	0.7033537337169093	0.16600547270967692	0.15752629205349988	0.3861778910283713	0.22396453520057968	1.0	1.0	-	2703275	2704108	834	rplB		50S ribosomal protein L2				ATG	 
lmo2630	0.7913480917664106	0.10106253025754253	0.25552084992500035	0.2575876175165127	0.3228931144000594	1.0	1.0	-	2704149	2704433	285	rplW		50S ribosomal protein L23				ATG	 
lmo2631	0.7661112471526099	0.10779702964973592	0.14511529629200037	0.42164567075654313	0.18941804709348342	1.0	1.0	-	2704433	2705056	624	rplD		50S ribosomal protein L4				ATG	 
lmo2632	0.7214737080706612	0.12792221329076847	0.012434549909499992	0.7096186720112677	0.017234931460984232	1.0	1.0	-	2705082	2705711	630	rplC		50S ribosomal protein L3				ATG	 
lmo2633	0.5660721324521596	0.25467160061308425	-0.06261646969449997	0.9083800628196094	-0.11061570797214941	1.0	1.0	-	2705746	2706054	309	rpsJ		30S ribosomal protein S10				ATG	 
lmo2634	-1.4968045545627309	0.12355873285011376	-2.7728222262129996	3.075315676078896E-12	1.8524945142373903	0.500000000099056	0.500000004408465	-	2706415	2707215	801			hypothetical protein				ATG	 
lmo2635	0.24106294329966005	0.769995892129016	-0.3768547376670004	9.530886768310312E-8	-1.5633043076162085	0.5000016247391494	0.5001366252618237	-	2707235	2708194	960			1,4-dihydroxy-2-naphthoate octaprenyltransferase				ATG	 
lmo2636	0.9247623787393096	0.262277177207058	1.0048333851130002	3.127465569599484E-7	1.0865854928947782	0.5000048639890041	0.500448322189402	-	2708276	2709358	1083			hypothetical protein				ATG	 
lmo2637	0.6531338923974097	0.07569150644111033	-0.04874958768799953	0.4150694618654771	-0.07463950080596501	1.0	1.0	-	2709522	2710421	900			hypothetical protein				ATG	 
lmo2638	-0.18272789190753969	0.7446271632061232	-0.917649223799998	2.158097291860405E-15	5.0219439091670175	0.5000000000001087	0.5000000000030936	+	2710869	2712755	1887			NADH dehydrogenase				ATG	 
lmo2639	0.1582178626212407	0.8459406286884756	-0.4361601795699994	0.042343627017508004	-2.7567063057483434	0.7716342100255406	1.0	+	2712931	2713365	435			hypothetical protein				GTG	 
lmo2640	0.0049760630527497796	0.9952902694311199	-0.3519408007949998	0.10481330803355038	-70.72675668780298	1.0	1.0	+	2713398	2713940	543			hypothetical protein				ATG	 
lmo2641	0.11635207957191085	0.8868451644086348	-0.13587858242499973	0.05642997803235579	-1.1678225513882683	0.8493638714059308	1.0	+	2713962	2714942	981			heptaprenyl diphosphate synthase subunit II				ATG	 
lmo2642	-0.28402066758551037	0.7503625705790321	-0.3776342151349996	1.9526676155534922E-8	1.32960118129891	0.5000003722786027	0.500027991490269	+	2715032	2716363	1332			hypothetical protein				GTG	 
lmo2643	-0.09978178869492993	0.9123488445959208	-0.5135257435000007	0.00919841488500603	5.146487652872611	0.5680283246426229	1.0	-	2716408	2717394	987			hypothetical protein				ATG	 
lmo2644	0.3792163360717282	0.7012994261055436	0.21694787630200008	0.42054557093554124	0.5720952808872788	1.0	1.0	-	2717422	2718234	813			hypothetical protein				ATG	 
lmo2644a			-2.950372391048	1.5827905731442124E-16	2.950372391048E-6	1.9086759108246127E-14	4.537860573204457E-13	-	2718312	2719055	744			hypothetical protein				ATG	 
lmo2646	-2.124740452304689	0.031928491221337785	-2.4233482092694993	1.0481102736170259E-24	1.1405384627759654	0.5	0.5	-	2719056	2719775	720			hypothetical protein				TTG	 
lmo2647	-1.9152659389369697	0.047304024349253515	-1.9176732903034999	1.462827160469289E-23	1.0012569279897843	0.5	0.5	-	2719735	2720484	750			creatinine amidohydrolase				GTG	 
lmo2648	-1.9171127503652894	0.04482241588201008	-1.846514356767	2.046422381578504E-13	0.9631746262264244	0.5000000000077393	0.5000000002933547	-	2720497	2721489	993			phosphotriesterase				ATG	 
lmo2649	-2.5491693650608305	0.009995784659555196	-2.701384230697	2.9651489697718654E-19	1.0597115545645739	0.5	0.5000000000000004	-	2721559	2722857	1299			PTS system ascorbate transporter subunit IIC				ATG	 
lmo2650	-3.3053822510660886	6.909973296473915E-4	-3.37876985978	2.0486575116637284E-13	1.0222024574284083	0.060277856733898835	0.5000000002936751	-	2722884	2723156	273			MFS transporter				ATG	 
lmo2651	-3.449412949599229	3.432448070375127E-4	-3.8827239748175	8.195042571937139E-22	1.1256187738463193	0.033837252888401795	0.4879224932038243	-	2723159	2723593	435			PTS mannitol transporter subunit IIA				ATG	 
lmo2652	-1.860198183695541	0.058512811807721055	-0.7455243914330001	3.535738301173373E-10	0.40077686236200527	0.5000000089230464	0.5000005068480855	-	2723786	2725852	2067			transcriptional antiterminator				ATG	 
lmo2653	-0.21096007232393887	0.5734432517969799	-1.0164051413935007	2.9083312863838094E-11	4.817997691206533	0.5000000008415468	0.500000041690929	-	2726008	2727195	1188	tuf		elongation factor Tu				ATG	 
lmo2654	-0.08146011452553914	0.8419057320358863	-0.8337569712519999	2.8494704590523826E-23	10.235155893263602	0.5	0.5	-	2727304	2729391	2088	fus		elongation factor G				ATG	 
lmo2655	-0.010399205933637745	0.9795851401129119	-0.7702646164660001	8.43020735835949E-9	74.06956082814622	0.5000001708347035	0.5000120847022482	-	2729457	2729927	471	rpsG		30S ribosomal protein S7				ATG	 
lmo2656	-0.03437578790053841	0.9374178677204353	-0.661653249385	0.007670625784122687	19.247653357048925	0.5573530998894645	1.0	-	2729958	2730371	414	rpsL		30S ribosomal protein S12				ATG	 
lmo2657	-0.4984851913728683	0.5632789461785286	-0.795506749257	5.1571969737843624E-8	1.5958483080833565	0.5000009135039958	0.5000739284186192	-	2730564	2731961	1398			deoxyguanosinetriphosphate triphosphohydrolase				ATG	 
lmo2658	0.028395791866159925	0.9770523407289371	-0.4210389992504999	0.03024840569695792	-14.827513923014209	0.7002351685400536	1.0	-	2731976	2732455	480			acyltransferase				ATG	 
lmo2659	0.5070827414277606	0.6151577808358744	0.21121063747549984	0.06817293191595743	0.4165210531141476	0.9136955539634615	1.0	-	2732589	2733233	645			ribulose-phosphate 3-epimerase				ATG	 
lmo2660	0.6622651013155298	0.506325173218725	0.4442306110349996	5.6183240098248655E-6	0.6707746039351546	0.5000718847651052	0.5080538674680839	-	2733230	2735245	2016			transketolase				TTG	 
lmo2661	1.51882362432002	0.12981582803369784	1.0764757826660007	9.079462114605436E-5	0.7087562804719613	0.5009570408449878	0.630154089412869	-	2735279	2735953	675			ribulose-5-phosphate 3-epimerase				ATG	 
lmo2662	-0.0067203056215792145	0.9939588151779258	-1.1467563977834998	0.02403475167033072	170.64051285126254	0.6628006994144824	1.0	-	2735962	2736402	441			ribose 5-phosphate epimerase				ATG	 
lmo2663	3.648042262755081	1.450528327273659E-4	2.9011456209479998	8.518092671382432E-22	0.7952609679354403	0.017075963700462472	0.20619260172195064	-	2736597	2737628	1032			polyol dehydrogenase				TTG	 
lmo2664	2.9511131906391705	0.002675473738255718	2.6190951825060003	1.6402284989702878E-29	0.8874939771248626	0.2014981436612901	0.5	-	2737630	2738682	1053			sorbitol dehydrogenase				ATG	 
lmo2665	3.3568773844926305	5.000563019446069E-4	2.6689693046575	7.014540061019558E-33	0.7950750054163497	0.04628538092332482	0.5	-	2738719	2739990	1272			PTS galacticol transporter subunit IIC				ATG	 
lmo2666	2.908621928616131	0.0023455626227237847	2.7692671507695	8.351286623106055E-10	0.9520890712967521	0.17887357606582688	0.5000011971569375	-	2740052	2740333	282			PTS galacticol transporter subunit IIB				ATG	 
lmo2667	3.5047215342502103	9.686380868290101E-5	2.8622567590549997	3.793732186095456E-20	0.8166859281353268	0.011628840151667905	0.13769190404274384	-	2740390	2740854	465			PTS galacticol transporter subunit IIA				ATG	 
lmo2668	1.5482161090647493	0.1126896221573781	1.662268404188	1.5666999042260108E-19	1.0736669089382798	0.5	0.5000000000000002	-	2740888	2742957	2070			transcriptional antiterminator BglG				ATG	 
lmo2669	-2.5369093758791097	0.010023930971262085	-1.9895649827909998	1.6559527183571136E-13	0.7842475579568388	0.5000000000063538	0.5000000002373808	-	2743326	2744138	813			hypothetical protein				ATG	 
lmo2670	0.052167113280940924	0.9540614447537901	-0.6247125831079998	0.07767850083752419	-11.975218558551838	0.9644701111727645	1.0	-	2744212	2744574	363			hypothetical protein				ATG	 
lmo2671	-0.12589303710348076	0.884458061368855	-0.9339771637159997	3.5332429775993636E-4	7.41881509259559	0.5033892032147361	1.0	-	2744571	2744939	369			hypothetical protein				ATG	 
lmo2672	0.16225737740441026	0.8602675095758423	-0.8455161414909997	4.623992512060205E-6	-5.210956537178802	0.5000602093651662	0.5066284932660383	-	2744985	2745791	807			AraC family transcriptional regulator				ATG	 
lmo2673	-0.39491593666329017	0.6224802942481695	-1.3754236592099995	1.9205717241132713E-9	3.4828264233426	0.5000000432122033	0.5000027531395665	+	2745907	2746377	471			hypothetical protein				ATG	 
lmo2674	-0.9566300130531697	0.30373116091924945	-1.4319868739299992	8.288195270608536E-5	1.4969077432137905	0.5008783199956197	0.6188112792041733	+	2746423	2746878	456			ribose-5-phosphate isomerase B				ATG	 
lmo2675	-4.45884360870272	1.7554287677912228E-6	-4.930150721455	6.929484730977725E-11	1.105701646909613	3.274678143369046E-4	0.002495441327578842	+	2747073	2747414	342			hypothetical protein				ATG	 
lmo2676	-1.2867409810260906	0.13211823316477656	-2.015256546925	1.14790210340337E-20	1.566171107193591	0.5	0.5	+	2747427	2748683	1257			DNA polymerase IV				GTG	 
lmo2677	0.3680551859570098	0.6371661594965834	-0.263684875279	0.027844548439511837	-0.7164275503777288	0.6856274855834374	1.0	-	2748685	2749497	813			esterase				ATG	 
lmo2678	1.5820966357429107	0.053753776259921615	1.353334544569	4.633883781274833E-13	0.8554057407078107	0.5000000000165358	0.5000000006642672	-	2749538	2750233	696			XRE family transcriptional regulator				ATG	 
lmo2679	1.7193342317676699	0.03989024516929396	1.6510856471630002	1.1520502418502514E-60	0.9603052255090028	0.5	0.5	-	2750230	2752920	2691			histidine kinase				ATG	 
lmo2680	2.1447613707328106	0.010623146756530755	1.9098218328900005	1.7478293765707979E-12	0.8904588915817068	0.5000000000581334	0.5000000025055135	-	2752936	2753508	573	kdpC		potassium-transporting ATPase subunit C				ATG	 
lmo2681	3.6734071537528203	1.523500025890634E-5	3.5334497709580006	5.511168492902687E-47	0.961899844766231	0.002309131746182338	0.02165655286803536	-	2753523	2755568	2046	kdpB		potassium-transporting ATPase subunit B				ATG	 
lmo2682	3.946984999646089	3.3072081497831363E-6	3.40824542138	1.6594987689926696E-51	0.8635060487145516	5.648061459753174E-4	0.004701196384916728	-	2755580	2757265	1686	kdpA		potassium-transporting ATPase subunit A				ATG	 
lmo2683	-1.9306750168871911	0.013706363058943682	-2.4340629585999993	8.935426702435564E-6	1.2607315769405956	0.5001111462917995	0.5128089341779414	+	2757606	2757911	306			PTS cellbiose transporter subunit IIB				ATG	 
lmo2684	-1.1045998734419697	0.19368137198182778	-2.0435484207299996	9.483548293972557E-26	1.8500349944475687	0.5	0.5	+	2758046	2759353	1308			PTS cellbiose transporter subunit IIC				ATG	 
lmo2685	-0.29820334812708005	0.7404247291829583	-1.5043980950199993	0.001674912918483294	5.0448732533308	0.5142961093213919	1.0	+	2759390	2759692	303			PTS cellbiose transporter subunit IIA				ATG	 
lmo2686	-0.2273247070819604	0.8143115419404319	-0.16234660231849984	0.032743736854437294	0.7141617134470424	0.7158197162911719	1.0	-	2760147	2760680	534			hypothetical protein				ATG	 
lmo2687	-0.5093203512290412	0.6118151048238365	-0.728728994456	1.1426405616807923E-6	1.430787112074952	0.5000165315682047	0.5016379752451694	-	2760845	2761954	1110			cell division protein FtsW				ATG	 
lmo2688	-0.1564428910723601	0.8771812112207233	-0.9271483421350002	6.250323686838401E-8	5.92643319092181	0.5000010882331802	0.5000895983900508	-	2761951	2763081	1131			cell division protein FtsW				ATG	 
lmo2689	-0.35612103779657023	0.7215978820394158	-0.7995194050180001	2.1366061619784357E-15	2.2450777128048127	0.5000000000001082	0.5000000000030628	-	2763082	2765652	2571			magnesium-translocating P-type ATPase				ATG	 
lmo2689a			-0.3579692542885	0.2614797262906936	3.579692542885E-7	1.0	1.0	-	2765824	2766078	255			hypothetical protein				ATG	 
lmo2690	0.3462514283585403	0.7319874746350394	-0.09864290028949996	0.36350463405989153	-0.2848880674864859	1.0	1.0	-	2766207	2766773	567			TetR family transcriptional regulator				ATG	 
lmo2691	1.1530130760869604	0.1632921204016371	0.5471612871200005	1.2511885793248804E-4	0.47454907361235643	0.5012869171537081	0.6793578828462216	+	2766935	2768707	1773			autolysin				ATG	 
lmo2692	-0.98322840797311	0.2617387539791447	-1.5199709096725	2.5328341027230844E-5	1.5458980816124561	0.5002905474747479	0.5363081768625354	-	2768944	2769273	330			hypothetical protein				TTG	 
lmo2693	-0.6197682485708889	0.44216437995636415	-0.9041055749054998	6.761451371967828E-6	1.458780079473672	0.5000855831435466	0.5096925405417159	-	2769381	2770007	627	tmk		thymidylate kinase				ATG	 
lmo2694	-0.7939662550561497	0.38607325416110194	-1.0410027620100002	1.69490190398997E-15	1.3111423254838204	0.5000000000000879	0.5000000000024296	-	2770060	2771439	1380			lysine decarboxylase				ATG	 
lmo2695	-0.45169860287905905	0.5748978407159441	-0.39366295525999906	5.336090443522515E-5	0.871516875967405	0.5005826293373115	0.5764928565078953	+	2771623	2772612	990			dihydroxyacetone kinase subunit DhaK				ATG	 
lmo2696	0.37394606055423907	0.635881166925923	-1.3326955394899995	1.0415980233415626E-5	-3.563871050051344	0.5001282592045843	0.5149313076646013	+	2772634	2773230	597			dihydroxyacetone kinase				ATG	 
lmo2697	-1.3892657449007597	0.08916451500657385	-3.017288126654999	1.6024986408052751E-6	2.17185814717582	0.5000226754723189	0.5022971818015943	+	2773234	2773608	375			PTS mannose transporter subunit IIA				ATG	 
lmo2698	-0.23299768797672904	0.8081340502841308	-0.3214931796549996	0.00478209290951209	1.379812745983596	0.5373290322336525	1.0	+	2773714	2774565	852			RpiR family transcriptional regulator				ATG	 
lmo2699	-0.7908311029973305	0.4323726908002088	-1.1867684346899994	1.8516246093035713E-9	1.5006597871429512	0.5000000417376406	0.5000026543038775	+	2774684	2775523	840			hypothetical protein				ATG	 
lmo2700	-1.5115573520713905	0.08189015721532766	-1.7449050938849995	4.510011448385667E-17	1.154375711575771	0.500000000000003	0.5000000000000646	+	2775644	2776486	843			aldo/keto reductase				ATG	 
lmo2701	-0.51872265652257	0.5444776528991916	-0.6789562628804999	0.11351252134330303	1.3089003426842953	1.0	1.0	-	2776532	2776777	246			hypothetical protein				ATG	 
lmo2702	-0.33256527098729016	0.6815307386151714	-0.4260490327029993	0.12802467336356294	1.2810989897958465	1.0	1.0	-	2776792	2777388	597	recR		recombination protein RecR				ATG	 
lmo2703	-0.06702140148809121	0.9338968855983139	-0.1619193913799999	0.40296336233629926	2.415935623321317	1.0	1.0	-	2777497	2777814	318			hypothetical protein				ATG	 
lmo2704	-0.6824787527954896	0.4378212301162213	-0.9794187711440006	2.520061209819149E-13	1.4350904949527292	0.5000000000094617	0.5000000003612508	-	2777844	2779583	1740	dnaX		DNA polymerase III subunit gamma/tau				ATG	 
lmo2705	-0.6935938302258204	0.4837400039087598	-0.013248524037999587	0.09889056153714233	0.0191012714655869	1.0	1.0	-	2779910	2780374	465			hypothetical protein				GTG	 
lmo2706	0.38851573866674016	0.6876173024623324	0.17445639239399968	0.7447604744672427	0.4490330121314451	1.0	1.0	-	2780392	2780574	183			hypothetical protein				ATG	 
lmo2707	1.2694680220010106	0.17950761224028589	1.3205452820955002	0.018775678260958106	1.0402351687551599	0.6299834780647195	1.0	-	2780577	2780798	222			hypothetical protein				ATG	 
lmo2708	-0.7999221760675699	0.42774620827508014	-2.652622310564	3.4702488543485683E-13	3.3161004781794317	0.5000000000126792	0.5000000004974602	-	2780933	2782297	1365			PTS cellbiose transporter subunit IIC				ATG	 
lmo2709	-3.834749376066511	1.8327818118724082E-6	-4.091832681469999	1.188303199450937E-4	1.0670404452004085	0.0015641086167202845	0.17294856298686845	+	2782739	2782894	156			hypothetical protein				ATG	 
lmo2710	0.09385786189931089	0.9244592409757875	0.4196075560670005	0.5795860660837778	4.470670304818453	1.0	1.0	-	2783466	2784107	642			hypothetical protein				ATG	 
lmo2711	0.1995202534185916	0.7433375591159781	-0.7247881411449999	0.14376874621849467	-3.6326544735506188	1.0	1.0	+	2784354	2784674	321			hypothetical protein				ATG	 
lmo2712	-1.0912556582989108	0.2724358957994166	-1.898687220936	1.6638072473159335E-35	1.7399105392917211	0.5	0.5	-	2784805	2786319	1515			gluconate kinase				TTG	 
lmo2713	-0.24169852588953944	0.7927345472889721	-0.2684041971560003	0.1304203526775215	1.1104916596746883	1.0	1.0	-	2786435	2787373	939			internalin				ATG	 
lmo2714	0.8722582894072506	0.3548824617738371	0.5711534693260001	4.1001420513502067E-4	0.654798557104148	0.5038782821965211	1.0	-	2787416	2788363	948			pepdidoglycan bound protein				ATG	 
lmo2715	-0.26306698385803884	0.7430639310364782	-0.7498996424369997	5.424947465677578E-10	2.8506034145344317	0.5000000132535612	0.5000007776662192	-	2788504	2790243	1740	cydD		ABC transporter ATP-binding protein				ATG	 
lmo2716	-0.2095264949374389	0.7940902023235507	-0.8022106545509997	4.2243632657387915E-14	3.8286835981794396	0.5000000000017953	0.5000000000605562	-	2790243	2791967	1725	cydC		ABC transporter				ATG	 
lmo2717	-0.46140211989898994	0.4895814221544924	-1.1174762783815	5.820401699886168E-16	2.421914053247388	0.500000000000033	0.5000000000008343	-	2791967	2792980	1014	cydB		cytochrome D ubiquinol oxidase subunit II				TTG	 
lmo2718	-0.4793545218322901	0.41784290333320573	-1.2593930330894998	9.857419556781676E-23	2.627268494882622	0.5	0.5	-	2792967	2794373	1407	cydA		cytochrome D ubiquinol oxidase subunit I				GTG	 
lmo2719	0.6360875360756104	0.44065034775767997	0.3029496233159996	0.9489785895279805	0.4762703340880879	1.0	1.0	-	2794755	2795225	471			hypothetical protein				ATG	 
lmo2720	-0.48488695247319136	0.5199218205060032	-1.2174610865549993	7.934919550651103E-16	2.5108142843301415	0.500000000000044	0.5000000000011374	+	2795420	2796997	1578			acetate-CoA ligase				ATG	 
lmo2721	-1.45472937239278	0.13750409612685943	-1.784874181427	3.489377811642425E-12	1.2269458603775822	0.500000000112098	0.5000000050020231	-	2797039	2797758	720			6-phosphogluconolactonase				ATG	 
lmo2722	-0.7243108493652688	0.4690144498988461	-1.4012406755999995	3.045096956030428E-11	1.9345846839488057	0.5000000008749159	0.5000000436514649	+	2797838	2798572	735			MerR family transcripitonal regulator				GTG	 
lmo2723	-2.38033955870855	0.01664885904557445	-2.2240220184	1.2107430975063621E-10	0.9343297305056091	0.5000000032498397	0.500000173560023	+	2798626	2799087	462			hypothetical protein				GTG	 
lmo2724	0.22281268385919972	0.7992297870903107	-0.39123452883950005	0.18760157856802084	-1.7558898446137376	1.0	1.0	-	2799108	2799551	444			hypothetical protein				ATG	 
lmo2725	0.15475420264167106	0.8772452377017694	-0.3578895730549996	2.914362500072586E-6	-2.312632335314878	0.5000391991777582	0.5041777386438541	-	2799609	2800961	1353			hypothetical protein				ATG	 
lmo2726	0.5164926723100001	0.6096708182432602	-0.2413004044060001	0.025159915713999347	-0.4671903733440986	0.669390902768034	1.0	-	2800958	2801407	450			MarR family transcriptional regulator				ATG	 
lmo2727	-0.9748619835980588	0.33185471137389266	-1.4095687533499994	1.561035297200165E-15	1.4459162189785142	0.500000000000082	0.5000000000022378	+	2801577	2802458	882			hypothetical protein				GTG	 
lmo2728	-0.66815330720428	0.5057535336083228	-1.1400631798199994	5.025159113227151E-5	1.7062898103285724	0.5005516323533737	0.5720356558881112	+	2802543	2802998	456			MerR family transcriptional regulator				ATG	 
lmo2729	-0.8736850394200788	0.37918447085982143	-0.7180802314549997	0.03516271820079959	0.8218982803363967	0.729906566384017	1.0	+	2802998	2803402	405			hypothetical protein				ATG	 
lmo2730	-0.17909849042594939	0.8591604562145718	-0.5715387011570003	0.005392978570765367	3.1911977582709468	0.5416712854853883	1.0	-	2803445	2804056	612			phosphatase				ATG	 
lmo2731	-0.07601420906837042	0.9367781863380941	0.17074215503549994	0.667041324367647	-2.246187352708323	1.0	1.0	-	2804070	2804438	369			RpiR family transcriptional regulator				ATG	 
lmo2732	0.5622623435498797	0.578420806880229	0.57833782498	0.0255225142327451	1.0285907132400627	0.6715490385854279	1.0	-	2804522	2805274	753			hypothetical protein				ATG	 
lmo2733	0.7481914483357395	0.44313742286453106	-0.13021365437000032	0.04719683339597845	-0.1740378811594876	0.7983886419559421	1.0	+	2805440	2807398	1959			PTS fructose transporter subunit IIABC				TTG	 
lmo2734	1.49663464962482	0.10961712498369947	0.5009526501799999	2.609581603954098E-5	0.33471939882293916	0.5002982333390491	0.537408352292682	+	2807459	2810107	2649			sugar hydrolase				ATG	 
lmo2735	0.46687448418638056	0.6329487239302019	0.11496141608000032	0.14728643949395104	0.24623623687711893	1.0	1.0	+	2810109	2811791	1683			sucrose phosphorylase				ATG	 
lmo2736	-0.13089963350940081	0.8953319879294626	-0.19992683991999982	0.05027906568077322	1.5273292564691687	0.8152696502793523	1.0	+	2811788	2812921	1134			hypothetical protein				ATG	 
lmo2737	-1.8656041136606198	0.06194454661084159	-1.57462241143	2.9666961838304145E-16	0.8440281621915668	0.5000000000000174	0.5000000000004253	-	2812925	2813881	957			LacI family transcriptional regulator				ATG	 
lmo2738	0.24164605028596142	0.769527123632237	-0.287413939071	0.005249317101089204	-1.1894005249863482	0.540639253153346	1.0	-	2813949	2815283	1335			hemolysin				ATG	 
lmo2739	-0.2551693909089181	0.7951385891866131	-0.26849010605699997	0.0315750419451617	1.0522034210319398	0.7084534013546083	1.0	-	2815401	2816090	690			NAD-dependent deacetylase				ATG	 
lmo2740	-0.45658347237892905	0.6483506493863446	-0.27250612674900054	0.3604717569736383	0.5968374749291001	1.0	1.0	-	2816083	2816373	291			hypothetical protein				ATG	 
lmo2741	0.018225457306419557	0.9852967880714298	-0.5681559320535001	5.255780683322816E-4	-31.17375451826816	0.504866094725622	1.0	-	2816363	2817571	1209			multidrug transporter				ATG	 
lmo2742	-1.3539404397732095	0.17671527746133153	-1.6287189866730003	3.496569056814919E-5	1.2029472928261284	0.5003937198812407	0.5501233174294419	-	2817688	2818035	348			hypothetical protein				ATG	 
lmo2743	-1.4647740107600598	0.13554211346084322	-1.7898969411074999	5.817652127871273E-19	1.22196115438909	0.5	0.5000000000000009	-	2818054	2818698	645			translaldolase				ATG	 
lmo2744	-0.5794261350402694	0.5660354459231848	-1.226366303011	4.6593525708415315E-8	2.1165187913482173	0.5000008386706435	0.500066791819103	-	2818841	2819530	690			Crp/Fnr family transcriptional regulator				ATG	 
lmo2745	-0.8116272363765109	0.40477001440658933	-1.61853997608	1.84030656129227E-32	1.9941913030246872	0.5	0.5	+	2819860	2821587	1728			ABC transporter ATP-binding protein				ATG	 
lmo2746	-0.6580466948844688	0.45901630979492736	-0.797880037519	0.04247103519696117	1.2124975989113986	0.7720238226105461	1.0	-	2821641	2821892	252			hypothetical protein				ATG	 
lmo2747	-1.1584363031958596	0.159010844028161	-0.884813510051	2.3765978641311313E-10	0.7637998805890344	0.5000000061499182	0.5000003406853039	-	2821912	2823195	1284	serS		seryl-tRNA synthetase				ATG	 
lmo2748	0.024161872937240148	0.9760104827118687	-1.5403950248340001	2.1715334887291988E-5	-63.75312993471728	0.5002521742280376	0.5311289325609331	-	2823530	2823949	420			hypothetical protein				ATG	 
lmo2749	-1.1963545169816596	0.22460892124614218	-1.1892112867349995	4.8488603610008583E-4	0.9940291693262612	0.504520117567192	1.0	+	2824079	2824651	573			glutamine amidotransferase				GTG	 
lmo2750	-0.09881757118359946	0.9222559031428753	-0.7532730675799995	2.983788728264548E-9	7.622865635712149	0.5000000654498491	0.5000042772611419	+	2824648	2826354	1707			para-aminobenzoate synthase subunit I				ATG	 
lmo2751	-0.9231367211435995	0.3521374035668493	-1.1426743999599993	2.2175357476923184E-19	1.2378170792994048	0.5	0.5000000000000003	+	2826515	2828236	1722			ABC transporter ATP-binding protein				ATG	 
lmo2752	-0.8305762783399206	0.39781269049323575	-1.248901838415	1.6496885896053874E-15	1.5036570041600392	0.5000000000000859	0.5000000000023648	+	2828236	2830008	1773			ABC transporter ATP-binding protein				ATG	 
lmo2753	-2.7083318610642193	0.006312135756227133	-3.5225705448699998	1.6322619486113378E-5	1.3006421389902458	0.39471636676261357	0.5233984750333436	+	2830284	2830523	240			hypothetical protein				ATG	 
lmo2754	0.8597455055106398	0.335466908520599	1.0095916608315	1.532441621522401E-6	1.1742912924352658	0.500021785068293	0.5021967550644524	-	2830542	2831879	1338			D-alanyl-D-alanine carboxypeptidase				GTG	 
lmo2755	0.3286725350819708	0.7456663455198609	0.5668462712369999	0.009715912036079629	1.7246536011767113	0.5715959937359458	1.0	-	2832058	2833725	1668			CoA-transferase				GTG	 
