Genome elements	LOGFC_EGD_WT vs EGDe_280212.ge	FC_EGD_WT vs EGDe_280212.ge	STAT_EGD_WT vs EGDe_280212_LPE.ge	STAT_EGD_WT vs EGDe_280212_FDRBH.ge	STAT_EGD_WT vs EGDe_280212_FDRBY.ge	STAT_EGD_WT vs EGDe_280212_FDRBONF.ge	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo2420	-0.02633570861459944	-1.0184221544261727	0.9792306651823961	1.0	1.0	1.0	-	2491285	2491473	189			hypothetical protein				ATG	 
lmo2421	0.017587975137908884	1.0122656691929852	0.9835764638057269	1.0	1.0	1.0	-	2491552	2492694	1143			two-component sensor histidine kinase				TTG	 
lmo2422	-0.5196651547695108	-1.433622469885186	0.601123843848596	0.989556784024864	1.0	1.0	-	2492684	2493379	696			two-component response regulator				ATG	 
lmo2423	0.45824279977549054	1.3738674303396559	0.6483694890674427	0.979659419481759	1.0	1.0	-	2493454	2494329	876			hypothetical protein				ATG	 
lmo2424	-0.3866457180893281	-1.307350263753649	0.7019146945885817	0.9859541657098007	1.0	1.0	-	2494522	2494806	285			thioredoxin				TTG	 
lmo2425	-1.0210528171192	-2.029399388188995	0.20901324812057342	0.7618264928292182	1.0	1.0	-	2494891	2495268	378			glycine cleavage system protein H				ATG	 
lmo2426	-0.40570217892279103	-1.3247335189892782	0.6146653319648656	0.9851075634819275	1.0	1.0	-	2495309	2495662	354			hypothetical protein				ATG	 
lmo2427	-0.6756134211252398	-1.5972757758316154	0.46060649689016286	0.9359399717989894	1.0	1.0	-	2495818	2496993	1176			cell division protein FtsW				ATG	 
lmo2428	-0.20757750644651018	-1.15474756695873	0.829619672923385	1.0	1.0	1.0	-	2497069	2498238	1170			cell division protein FtsW				ATG	 
lmo2429	-0.3711841836329608	-1.293414046818402	0.7009261356979466	0.9878018168727047	1.0	1.0	-	2498381	2499172	792			ferrichrome ABC transporter ATP-binding protein				ATG	 
lmo2430	-0.4096095718168815	-1.328326288218936	0.6736197002034808	0.9821461647376545	1.0	1.0	-	2499169	2500179	1011			ferrichrome ABC transporter permease				ATG	 
lmo2431	0.12379279538194154	1.0895956096612458	0.9008607125580235	1.0	1.0	1.0	-	2500179	2501150	972			ferrichrome ABC transporter substrate-binding protein				ATG	 
lmo2432	-0.6844209486555979	-1.607056831148	0.49759538229275524	0.9522948454057031	1.0	1.0	+	2501306	2501470	165			hypothetical protein				ATG	 
lmo2433	1.3735566634462693	2.5910855744404317	0.09829395144276942	0.5600194467971813	1.0	1.0	+	2501603	2502361	759			acetylesterase				TTG	 
lmo2434	0.24697304600605996	1.1867146259593009	0.763467976193561	0.9939576443698964	1.0	1.0	-	2502401	2503804	1404			glutamate decarboxylase				ATG	 
lmo2435	-0.748219317709041	-1.6797183163375988	0.3200451955999498	0.8666930123008842	1.0	1.0	+	2503931	2504236	306			hypothetical protein				ATG	 
lmo2436	-0.3020705701884392	-1.2329126325601674	0.7391118279303789	0.9916446091581251	1.0	1.0	-	2504300	2505157	858			transcription antiterminator				ATG	 
lmo2437	-1.5946580679228912	-3.020229264002328	0.10478181671878062	0.5793846179808871	1.0	1.0	+	2505425	2505835	411			hypothetical protein				ATG	 
lmo2438	-0.09927750062852958	-1.0712368544760817	0.9208840091996374	1.0	1.0	1.0	-	2505858	2506370	513			hypothetical protein				ATG	 
lmo2439	0.3588594641349818	1.2824116743420526	0.7132016818828575	0.9877644480366321	1.0	1.0	+	2506494	2506835	342			hypothetical protein				ATG	 
lmo2440	-0.6301331124136702	-1.5477077885264368	0.5324113882757451	0.9637239809348008	1.0	1.0	-	2506867	2507250	384			hypothetical protein				ATG	 
lmo2441	0.26066486222135765	1.1980306867155874	0.7941624163870207	0.9948413503034792	1.0	1.0	-	2507306	2508202	897			transcriptional regulator				GTG	 
lmo2442	0.14126859142142045	1.1028744698319035	0.8408613161209948	1.0	1.0	1.0	-	2508247	2508816	570			hypothetical protein				ATG	 
lmo2443	-1.4410754985483702	-2.715232048495711	0.1176109116617231	0.597085396168355	1.0	1.0	-	2508992	2509411	420			hypothetical protein				ATG	 
lmo2444	0.5988949671560313	1.5145560473064668	0.42951932281027694	0.9257948709246531	1.0	1.0	-	2510361	2514293	3933			glycosidase				ATG	 
lmo2445	1.0643641760842506	2.091248022562847	0.13603426410986463	0.6403069749409689	1.0	1.0	-	2514308	2515210	903			internalin				ATT	 
lmo2446	0.4325487716035292	1.3496158028855667	0.34572045194392365	0.8870787408633348	1.0	1.0	-	2515312	2518587	3276			glycosidase				ATG	 
lmo2447	0.003462053906750917	1.0024025945199784	0.9967351231368566	1.0	1.0	1.0	+	2518971	2519879	909			transcriptional regulator				ATG	 
lmo2448	1.5761127234826304	2.9816537329226347	0.061210048612558854	0.4529669848160246	1.0	1.0	-	2519935	2520399	465	smpB		SsrA-binding protein				ATG	 
lmo2449	1.0766851486271207	2.1091842790256066	0.19639119328663068	0.7395233940581338	1.0	1.0	-	2520415	2522796	2382			exoribonuclease RNase-R				GTG	 
lmo2450	1.0183758012335513	2.0256371952347183	0.2273268638908701	0.7898140075902339	1.0	1.0	-	2522830	2523576	747			carboxylesterase				ATG	 
lmo2451	-0.3215392346212891	-1.2496631236561002	0.674070270581163	0.9822561656905415	1.0	1.0	-	2523835	2524068	234	secG		preprotein translocase subunit SecG				ATG	 
lmo2452	-0.5257021040223702	-1.4396340239009704	0.5617437181154619	0.9732922370144048	1.0	1.0	-	2524168	2524911	744			carboxylesterase				ATG	 
lmo2453	-1.0378222542368007	-2.053126122558241	0.274852902120581	0.8274411759204492	1.0	1.0	-	2525094	2525813	720			epoxide hydrolase				ATG	 
lmo2454	-0.3690296275121696	-1.2914838722353608	0.6923602897803038	0.9875141801870274	1.0	1.0	-	2525946	2526119	174			hypothetical protein				ATG	 
lmo2455	-0.20941514703111075	-1.1562193700559165	0.6146960315219625	0.9846726782174209	1.0	1.0	-	2526222	2527514	1293	eno		phosphopyruvate hydratase				ATG	 
lmo2456	-0.20822587460199138	-1.1552666439588617	0.6436685843920898	0.9789445534641641	1.0	1.0	-	2527650	2529182	1533	pgm		phosphoglyceromutase				ATG	 
lmo2457	-0.007527152825490546	-1.005231059221136	0.985449271855639	1.0	1.0	1.0	-	2529184	2529939	756	tpiA		triosephosphate isomerase				ATG	 
lmo2458	-0.21202543284169018	-1.1583132255739275	0.6748433553662122	0.9828789238248674	1.0	1.0	-	2529985	2531175	1191	pgk		phosphoglycerate kinase				ATG	 
lmo2459	-0.153810443495491	-1.1125039384698105	0.3711345999574205	0.8985749762173479	1.0	1.0	-	2531310	2532320	1011	gap		glyceraldehyde-3-phosphate dehydrogenase				ATG	 
lmo2460	-0.47879194090529076	-1.3935762487950114	0.4172371164565052	0.9238357648643647	1.0	1.0	-	2532352	2533398	1047			transcriptional regulator				ATG	 
lmo2461	-0.04030283912289967	-1.0283296628247334	0.9660738252654504	1.0	1.0	1.0	-	2533840	2535183	1344	sigL		RNA polymerase factor sigma-54				GTG	 
lmo2462	-0.012150736498890424	-1.0084578156639252	0.9879453133720676	1.0	1.0	1.0	-	2535342	2536268	927			dipeptidase				ATG	 
lmo2463	0.5611850253155506	1.4754806750147782	0.5195780472931542	0.9617530086936482	1.0	1.0	-	2536347	2538581	2235			multidrug transporter				GTG	 
lmo2464	0.7053791992028291	1.6305731897425841	0.45660850658244856	0.9393183677379894	1.0	1.0	-	2538588	2539196	609			transcriptional regulator				ATG	 
lmo2465	0.7927134779737095	1.7323296346170505	0.41946614313092545	0.9237352787925803	1.0	1.0	-	2539213	2539611	399			hypothetical protein				TTG	 
lmo2466	-2.772245281624789	-6.831703117057484	0.004227190541331471	0.07111185034914422	0.6065845554334447	1.0	+	2539838	2540173	336			hypothetical protein				ATG	 
lmo2467	0.4372001804557213	1.3539741360484445	0.6661865220535796	0.9794898879650897	1.0	1.0	-	2540421	2541857	1437			chitin-binding protein				ATG	 
lmo2468	-0.9831257843540904	-1.9767436419755593	0.2195401726650722	0.7772761032214199	1.0	1.0	+	2542014	2542610	597	clpP		ATP-dependent Clp protease proteolytic subunit				ATG	 
lmo2469	0.2129963639093102	1.1590930305852798	0.7690526724176499	0.9956224750784732	1.0	1.0	-	2542658	2544049	1392			amino acid transporter				ATG	 
lmo2470	0.7226652626776904	1.6502278830470427	0.20332168515706872	0.7537300719967986	1.0	1.0	+	2544267	2545433	1167			internalin				TTG	 
lmo2471	-0.8686922276617892	-1.826006913624022	0.2944611594379877	0.8439043107683457	1.0	1.0	-	2545487	2546503	1017			NADPH dehydrogenase				ATG	 
lmo2472	0.07294945911220907	1.0518649293381246	0.9300288831060515	1.0	1.0	1.0	-	2546530	2547501	972			hypothetical protein				ATG	 
lmo2473	-0.12852370815270042	-1.0931744968918873	0.8844621029566497	0.9986202377703555	1.0	1.0	-	2547509	2548477	969			hypothetical protein				ATG	 
lmo2474	-0.40347204936220926	-1.322687317219974	0.6610054220126713	0.9783605946539861	1.0	1.0	-	2548479	2549354	876			hypothetical protein				ATG	 
lmo2475	-0.6792591825112897	-1.6013172747267992	0.40471627170634694	0.9154822203324849	1.0	1.0	-	2549462	2551192	1731			phosphoglucomutase				ATG	 
lmo2476	-0.06287424493533145	-1.0445447093089861	0.9446476867900194	0.9996702239895212	1.0	1.0	-	2551234	2552295	1062			aldose 1-epimerase				GTG	 
lmo2477	-0.1525747105356814	-1.1115514369757473	0.8649281082016747	1.0	1.0	1.0	-	2552312	2553295	984	galE		UDP-glucose 4-epimerase				ATG	 
lmo2478	-0.7707542026226903	-1.706161486314162	0.3367785466759252	0.876698971996901	1.0	1.0	-	2553414	2554373	960	trxB		thioredoxin reductase				ATG	 
lmo2479	-0.57651369246096	-1.4912412703278766	0.5402939618632077	0.9625961697066665	1.0	1.0	-	2554452	2555927	1476			hypothetical protein				ATG	 
lmo2480	0.013431686711189883	1.0093536099000238	0.9891949588743563	1.0	1.0	1.0	-	2556013	2556510	498			acetyltransferase				TTG	 
lmo2481	-0.3818974948188405	-1.3030545625133603	0.6382009524819631	0.9772461693806223	1.0	1.0	-	2556514	2557167	654			pyrophosphatase PpaX				ATG	 
lmo2482	-0.5613869148764703	-1.4756871670182752	0.5340842376771815	0.9630012465411912	1.0	1.0	-	2557211	2558044	834	lgt		prolipoprotein diacylglyceryl transferase				ATG	 
lmo2483	0.07913296855165974	1.0563829842797663	0.9220436058946435	1.0	1.0	1.0	-	2558130	2559068	939			HPr kinase/phosphorylase				ATG	 
lmo2484	-0.10559105153954107	-1.075935095407492	0.905247070579001	1.0	1.0	1.0	-	2559255	2559608	354			hypothetical protein				ATG	 
lmo2485	-0.05537684400859	-1.039130497426118	0.9484151794565892	0.9993863436601494	1.0	1.0	-	2559617	2559817	201			hypothetical protein				ATG	 
lmo2486	0.7934279971229206	1.7331878126994718	0.4300926286728928	0.9256270577721682	1.0	1.0	-	2559841	2561052	1212			hypothetical protein				ATG	 
lmo2487	0.3948819976007698	1.314835211450438	0.6844873443792241	0.9858143465400883	1.0	1.0	-	2561120	2562382	1263			hypothetical protein				ATG	 
lmo2488	0.06359876727096037	1.0450694120455446	0.9420553682632995	1.0	1.0	1.0	-	2562591	2565461	2871	uvrA		excinuclease ABC subunit A				TTG	 
lmo2489	-1.0775489560487284	-2.1104475221414774	0.22770234290026237	0.7894606839822511	1.0	1.0	-	2565469	2567445	1977	uvrB		excinuclease ABC subunit B				TTG	 
lmo2490	-0.9952674130831198	-1.9934499905748733	0.32303710928286256	0.8668319187205463	1.0	1.0	-	2567696	2567935	240			CsbA protein				ATG	 
lmo2491	-0.6643963468919605	-1.584904977808242	0.4760548139842511	0.9457888442747909	1.0	1.0	-	2567956	2568603	648			hypothetical protein				ATG	 
lmo2492	-0.7678378170414693	-1.702715991093048	0.43558899176152965	0.9306481923080591	1.0	1.0	-	2568625	2569011	387			hypothetical protein				TTG	 
lmo2493	0.08507543458006062	1.0607432032807713	0.932475174094977	1.0	1.0	1.0	-	2569117	2569422	306			ArsR family transcriptional regulator				ATG	 
lmo2494	0.13850824815357043	1.1007663308902116	0.8912294132445808	0.9996957852919106	1.0	1.0	-	2569690	2570349	660			PhoU family transcriptional regulator				ATG	 
lmo2495	0.3725747630260505	1.2946613388373045	0.7130459966408504	0.9881249422967661	1.0	1.0	-	2570362	2571141	780			phosphate ABC transporter ATP-binding protein				ATG	 
lmo2496	-0.1664545682709102	-1.12229704122631	0.7605960845111055	0.995727562718467	1.0	1.0	-	2571156	2571971	816			phosphate ABC transporter ATP-binding protein				ATG	 
lmo2497	0.13543649460043916	1.0984250975246272	0.8530824447252008	1.0	1.0	1.0	-	2571999	2572883	885			phosphate ABC transporter permease				ATG	 
lmo2498	0.16774650300881078	1.1233025093920543	0.8235449299036972	1.0	1.0	1.0	-	2572880	2573803	924			phosphate ABC transporter permease				TTG	 
lmo2499	0.3151751928649098	1.244162728330067	0.7163539660527676	0.9877358068953213	1.0	1.0	-	2573897	2574805	909			phosphate ABC transporter substrate-binding protein				ATG	 
lmo2500	0.5161987227787606	1.4301819719714943	0.5744115409435757	0.9761219431575527	1.0	1.0	-	2575061	2576836	1776	phoR		two-component sensor histidine kinase				ATG	 
lmo2501	0.6626890495016706	1.5830304973446534	0.4550936701887527	0.9382387993811632	1.0	1.0	-	2576836	2577546	711	phoP		two-component response phosphate regulator				TTG	 
lmo2502	-0.74194460689335	-1.6724285847370228	0.38552734143051715	0.9061963954412874	1.0	1.0	-	2577696	2578871	1176			hypothetical protein				ATG	 
lmo2503	-0.1945297130072401	-1.1443510664018295	0.8124487309105364	1.0	1.0	1.0	-	2578899	2580347	1449			cardiolipin synthase				ATG	 
lmo2504	1.4863812101215892	2.801852890787182	0.08491405487051829	0.5236673709259945	1.0	1.0	-	2580470	2581780	1311			cell wall-binding protein				ATG	 
lmo2505	0.8253897735278617	1.7720137192332095	0.2161608774238284	0.7701069856089525	1.0	1.0	-	2581900	2583105	1206	spl		peptidoglycan lytic protein P45				TTG	 
lmo2506	1.3172449241991604	2.4918978410347763	0.11047088182654807	0.5881436648555733	1.0	1.0	-	2583181	2584065	885	ftsX		cell division protein FtsX				ATG	 
lmo2507	1.2018173362360098	2.300292521617742	0.08426567653248851	0.5230727475586568	1.0	1.0	-	2584055	2584741	687	ftsE		cell division protein FtsE				ATG	 
lmo2508	-0.24013624467186823	-1.181104196820591	0.7878815137740212	0.9949423950688419	1.0	1.0	-	2585245	2586108	864			hypothetical protein				ATG	 
lmo2509	-0.24918943326034082	-1.1885391561003262	0.7975636853220508	0.9953790857640872	1.0	1.0	-	2586114	2587097	984	prfB		peptide chain release factor 2				ATG	 
lmo2510	-0.3721701745036903	-1.2942983157019474	0.6432945756147919	0.9790612839790436	1.0	1.0	-	2587300	2589813	2514	secA		preprotein translocase subunit SecA				ATG	 
lmo2511	-0.3520239063041899	-1.276349918521531	0.6607082257358934	0.9791140351303622	1.0	1.0	-	2590044	2590607	564			hypothetical protein				ATG	 
lmo2512	0.6571495041993707	1.5769637578990627	0.41512080532448303	0.9205838139918138	1.0	1.0	-	2590802	2591458	657	comFC		competence protein ComFC				ATG	 
lmo2513	-0.07665886387076881	-1.0545729258577075	0.9187451232544466	0.9990129174753317	1.0	1.0	-	2591451	2592770	1320	comFA		competence protein comFA				ATG	 
lmo2514	-0.2850481116435599	-1.2184508964465695	0.7275128906468531	0.9906210526315427	1.0	1.0	-	2592965	2593816	852			hypothetical protein				ATG	 
lmo2515	-0.09288977207415883	-1.0665042923371002	0.9080291244486658	1.0	1.0	1.0	-	2593837	2594523	687			two-component response regulator DegU				ATG	 
lmo2516	1.4751492471541718	2.7801240293183276	0.1269605180109834	0.619123074966082	1.0	1.0	+	2594908	2595543	636			hypothetical protein				ATG	 
lmo2517	2.0502942746982296	4.141904456974458	0.027576226153807504	0.27711270055801973	1.0	1.0	+	2595485	2596090	606			hypothetical protein				ATG	 
lmo2518	0.08464792556491041	1.0604289233482551	0.9174884340516438	0.9996994415130266	1.0	1.0	+	2596266	2597324	1059			LytR family transcriptional regulator				ATG	 
lmo2519	-0.5794243086008013	-1.4942528646777071	0.5321471651687957	0.9649598122703755	1.0	1.0	-	2597363	2598415	1053			teichoic acid linkage unit synthesis protein				TTG	 
lmo2520	-0.38330168158529965	-1.3043234534821433	0.6901621708324839	0.9879813956076293	1.0	1.0	-	2598423	2599547	1125			O-succinylbenzoate-CoA synthase				ATG	 
lmo2521	-0.16834194431651106	-1.1237662239984636	0.8665527686480994	1.0	1.0	1.0	-	2599548	2600282	735			polyglycerol phosphate biosynthesis protein TagA				ATG	 
lmo2522	0.6680479394534622	1.5889215977449018	0.46197849841449834	0.9361403214486235	1.0	1.0	-	2600408	2601241	834			cell wall-binding protein				ATG	 
lmo2523	0.44516413190825066	1.3614689987078763	0.24666249235552584	0.8147299666427622	1.0	1.0	-	2601632	2601997	366			single-strand DNA-binding protein				ATG	 
lmo2524	-0.1830577920661387	-1.1352875790478936	0.8197215287936421	1.0	1.0	1.0	-	2602249	2602683	435	fabZ		(3R)-hydroxymyristoyl-ACP dehydratase				ATG	 
lmo2525	-0.21782670942953963	-1.1629803407620682	0.7853304384902388	0.9949618701549682	1.0	1.0	-	2602705	2603700	996	mbl		rod shape-determining protein MreB				ATG	 
lmo2526	-0.324274145723491	-1.252034351794093	0.661073057449985	0.9783605946539861	1.0	1.0	-	2603863	2605155	1293	murA		UDP-N-acetylglucosamine 1-carboxyvinyltransferase				TTG	 
lmo2527	0.8151336840954899	1.7594611808097476	0.4185661194575556	0.9230529399651075	1.0	1.0	-	2605337	2605573	237			hypothetical protein				ATG	 
lmo2528	-0.2113190429377596	-1.1577462169795714	0.7753509737577999	0.994910339897243	1.0	1.0	-	2605697	2606101	405	atpC		ATP synthase F0F1 subunit epsilon				ATG	 
lmo2529	-0.2012086866281404	-1.1496611351207409	0.7618656630197304	0.994765042524432	1.0	1.0	-	2606123	2607544	1422	atpD		ATP synthase F0F1 subunit beta				ATG	 
lmo2530	0.15606489594711093	1.1142437710987227	0.8151220899138667	1.0	1.0	1.0	-	2607605	2608477	873	atpG		ATP synthase F0F1 subunit gamma				TTG	 
lmo2531	0.016934145064709583	1.011807013853375	0.9807136499893485	1.0	1.0	1.0	-	2608515	2610029	1515	atpA		ATP synthase F0F1 subunit alpha				ATG	 
lmo2532	-0.03506949493809053	-1.0246061773494746	0.9574970407739415	1.0	1.0	1.0	-	2610056	2610595	540	atpH		ATP synthase F0F1 subunit delta				ATG	 
lmo2533	-0.3533523025841898	-1.2775256897419747	0.6123118278194123	0.9864028558082876	1.0	1.0	-	2610592	2611104	513	atpF		ATP synthase F0F1 subunit B				GTG	 
lmo2534	-0.35321433540438996	-1.2774035238067207	0.6281984818779334	0.9818407278608932	1.0	1.0	-	2611192	2611410	219	atpE		ATP synthase F0F1 subunit C				ATG	 
lmo2535	-0.5923617196422395	-1.5077128834102291	0.44492376912201814	0.9321431655224006	1.0	1.0	-	2611482	2612198	717	atpB		ATP synthase F0F1 subunit A				TTG	 
lmo2536	-2.7387086215201606	-6.674726030885689	8.956372995265749E-4	0.01756066787968312	0.14979261356036624	1.0	-	2612205	2612603	399	atpI		ATP synthase subunit I				ATG	 
lmo2537	-1.61303999440711	-3.0589573550381233	0.0760156817459372	0.5073065333420175	1.0	1.0	-	2613435	2614574	1140			UDP-N-acetylglucosamine 2-epimerase				TTG	 
lmo2538	-1.4630027619548382	-2.7568155837075685	0.07085586957218692	0.4877560222608412	1.0	1.0	-	2614692	2615321	630	upp		uracil phosphoribosyltransferase				ATG	 
lmo2539	-0.9939588289903902	-1.9916426687373747	0.2562168446945904	0.8218325809907724	1.0	1.0	-	2615458	2616699	1242	glyA		serine hydroxymethyltransferase				ATG	 
lmo2540	0.07666850648106127	1.0545799743810917	0.9327831275341838	1.0	1.0	1.0	-	2616835	2617242	408			phosphatase				ATG	 
lmo2541	-0.17558174962471895	-1.1294197380791222	0.8419038033204581	1.0	1.0	1.0	-	2617239	2618276	1038			tRNA threonylcarbamoyladenosine biosynthesis protein				ATG	 
lmo2542	-0.21757782971173967	-1.1627797320080555	0.7863550438757552	0.9945217279654135	1.0	1.0	-	2618577	2619428	852			protoporphyrinogen oxidase				ATG	 
lmo2543	-0.5572898216316897	-1.4715023248649617	0.5023792596879113	0.9547220824149277	1.0	1.0	-	2619415	2620491	1077	prfA		peptide chain release factor 1				ATG	 
lmo2544	1.4626913575689482	2.7562205918384235	0.09034062272444165	0.5387431196942883	1.0	1.0	-	2620514	2621089	576			thymidine kinase				ATG	 
lmo2545	-4.526270229888208	-23.043216895902976	2.8985375395418345E-6	1.1772203178453478E-4	0.0010041697124198543	0.008240542224917435	-	2621201	2622067	867	thrB		homoserine kinase				ATG	 
lmo2546	-0.21407713773728965	-1.1599616734521105	0.7635608495616791	0.9939576443698964	1.0	1.0	-	2622067	2623122	1056	thrC		threonine synthase				ATG	 
lmo2547	0.017548251958940497	1.012237797844135	0.9826093862209255	1.0	1.0	1.0	-	2623125	2624411	1287	hom		homoserine dehydrogenase				GTG	 
lmo2548	-0.6681425136187915	-1.5890257610331544	0.1914903421193216	0.7297681536799348	1.0	1.0	-	2624633	2624878	246	rpmE2		50S ribosomal protein L31				ATG	 
lmo2549	-0.37090702678808896	-1.2931655922839163	0.6600737520208158	0.980454376695496	1.0	1.0	-	2624980	2625417	438	gtcA		wall teichoic acid glycosylation protein GtcA				ATG	 
lmo2550	0.40359597092196964	1.3228009354903325	0.6554754252078137	0.9803277661895391	1.0	1.0	-	2625414	2626361	948			glycosyl transferase				ATG	 
lmo2551	0.5413045808120014	1.4552878906109616	0.5874591497747459	0.9803807542285289	1.0	1.0	-	2626442	2627713	1272	rho		transcription termination factor Rho				ATG	 
lmo2552	-0.4760478773488206	-1.3909281303536454	0.5783587215860793	0.9742004466590587	1.0	1.0	-	2627816	2629087	1272	murZ		UDP-N-acetylglucosamine 1-carboxyvinyltransferase				GTG	 
lmo2553	-0.2004506123379297	-1.1490571962500982	0.8152086215345202	1.0	1.0	1.0	-	2629208	2630278	1071			hypothetical protein				ATG	 
lmo2554	0.08422415678544048	1.060117484918334	0.9238805176614973	1.0	1.0	1.0	-	2630285	2631310	1026			galactosyltransferase				GTG	 
lmo2555	0.3981483879926202	1.3178154883050988	0.6417768060411282	0.9783224984315965	1.0	1.0	-	2631303	2632586	1284			N-acetylglucosaminyl-phosphatidylinositol biosynthesis protein				ATG	 
lmo2556	-0.47276881548398997	-1.3877703180872147	0.2404998115778756	0.8110806219642945	1.0	1.0	-	2632907	2633761	855	fbaA		fructose-1,6-bisphosphate aldolase				ATG	 
lmo2557	-0.8123964469295384	-1.7561261054747983	0.4182788753490905	0.9231834581984721	1.0	1.0	-	2633930	2634850	921			lipid kinase				TTG	 
lmo2558	0.1578441155588095	1.1156187722435293	0.845978238801417	1.0	1.0	1.0	+	2635167	2637920	2754	ami		autolysin, amidase				TTG	 
lmo2559	-0.22593977289978895	-1.169538839178255	0.7783850198417877	0.9962357529753764	1.0	1.0	-	2637964	2639562	1599	pyrG		CTP synthetase				ATG	 
lmo2560	-0.8262213283975903	-1.7730353844779263	0.318160983429708	0.8665293715106129	1.0	1.0	-	2639930	2640466	537			DNA-directed RNA polymerase subunit delta				TTG	 
lmo2561	-2.4941560989212705	-5.633986469342633	0.012130208197140946	0.15211038045982844	1.0	1.0	-	2640832	2642502	1671	argS		arginyl-tRNA synthetase				ATG	 
lmo2562	0.496482758757649	1.4107699574040353	0.5809518949971235	0.9773054659626167	1.0	1.0	-	2642499	2642948	450			hypothetical protein				ATG	 
lmo2563	-0.04070488076158085	-1.0286162715276592	0.966693054602497	1.0	1.0	1.0	-	2643026	2643679	654			hypothetical protein				ATG	 
lmo2564	-1.04770247096328	-2.0672350997162217	0.24679824616155022	0.812636359252205	1.0	1.0	+	2643753	2643938	186			4-oxalocrotonate isomerase				ATG	 
lmo2565	-0.6624338416831499	-1.5827504894308029	0.46231523140678743	0.9358183437804859	1.0	1.0	-	2643973	2645295	1323			hypothetical protein				ATG	 
lmo2566	-0.6290054626555293	-1.5464985305991308	0.5114815624330831	0.9591966240087435	1.0	1.0	-	2645310	2646146	837			hypothetical protein				ATG	 
lmo2567	-0.015826285296509646	-1.0110303355037151	0.9757657305251367	1.0	1.0	1.0	-	2646464	2646664	201			hypothetical protein				ATG	 
lmo2568	0.5259231165282987	1.439854584370725	0.47847795365119383	0.9472930516924402	1.0	1.0	-	2646686	2647009	324			hypothetical protein				ATG	 
lmo2569	2.8715667851361797	7.318595375056323	3.4678833977475065E-4	0.007950961693384	0.06782175601352106	0.9859192499796161	-	2647164	2648825	1662			peptide ABC transporter substrate-binding protein				TTG	 
lmo2570	-0.057144038196687674	-1.0404041349422286	0.9469532487031272	0.9993274261555274	1.0	1.0	-	2648960	2649574	615			hypothetical protein				ATG	 
lmo2571	0.3960156537030617	1.3158688025493233	0.6250645814032001	0.9807166693870297	1.0	1.0	-	2649598	2650230	633			nicotinamidase				ATG	 
lmo2572	0.56071488793134	1.4749999319668228	0.4915234968463662	0.9506131302953871	1.0	1.0	-	2650231	2650755	525			dihydrofolate reductase subunit A				ATG	 
lmo2573	-0.15880088373353907	-1.1163588749820785	0.8492721325655936	1.0	1.0	1.0	-	2650758	2651756	999			zinc-binding dehydrogenase				ATG	 
lmo2574	-1.216428875996689	-2.323708139636478	0.1294137525861866	0.6240493562383661	1.0	1.0	-	2651853	2652125	273			hypothetical protein				ATG	 
lmo2575	-0.8189702553243503	-1.7641463578411325	0.36573757292116393	0.894060120219148	1.0	1.0	-	2652174	2653085	912			cation transporter				ATG	 
lmo2576	0.8455127084083394	1.796903220066683	0.32341592591479573	0.8649778714729673	1.0	1.0	-	2653211	2657803	4593			colossin A				ATG	 
lmo2577	-0.909192946466419	-1.8779946414015396	0.32300964326626	0.8672280469227368	1.0	1.0	-	2658024	2658851	828			hypothetical protein				TTG	 
lmo2578	0.03719874229521025	1.0261194914228071	0.9646988677960029	1.0	1.0	1.0	+	2658966	2659841	876			hypothetical protein				GTG	 
lmo2579	-0.13146514652598995	-1.0954055890615262	0.8872741578683367	0.9995006753732221	1.0	1.0	+	2659852	2660145	294			hypothetical protein				ATG	 
lmo2580	-0.2576574295213696	-1.1955358809685441	0.786382287888234	0.9941381305758131	1.0	1.0	-	2660408	2661076	669			ABC transporter ATP-binding protein				ATG	 
lmo2581	0.13865674635390945	1.1008796398206784	0.8745510393921849	1.0	1.0	1.0	-	2661076	2662164	1089			hypothetical protein				ATG	 
lmo2582	-0.7593456891281694	-1.6927227437382384	0.448161882311211	0.9320586915952984	1.0	1.0	-	2662243	2663622	1380			histidine kinase				ATG	 
lmo2583	-0.21999706715011946	-1.1647312186878849	0.8276822408611614	1.0	1.0	1.0	-	2663619	2664296	678			DNA-binding response regulator				ATG	 
lmo2584	0.6002717840026301	1.516002133666794	0.5238572200797051	0.9605618275388086	1.0	1.0	-	2664343	2665128	786			formate dehydrogenase accessory protein				ATG	 
lmo2585	0.36812140881766986	1.290671101249429	0.6938698880680985	0.986336045888802	1.0	1.0	-	2665190	2665666	477			hypothetical protein				ATG	 
lmo2586	0.34288693000792136	1.268291994128328	0.7231556500423535	0.9884286120530822	1.0	1.0	-	2665666	2668653	2988			formate dehydrogenase subunit alpha				ATG	 
lmo2587	-1.8245326684958991	-3.5419225573075996	0.06825327718112884	0.47912115315049203	1.0	1.0	+	2669152	2669994	843			hypothetical protein				ATG	 
lmo2588	-2.0223011717989907	-4.06231234860153	0.01256545787889396	0.15599823908163984	1.0	1.0	-	2670042	2671523	1482			multidrug transporter				TTG	 
lmo2589	-0.42938040959900015	-1.34665510827125	0.6626266168670132	0.9791307025742819	1.0	1.0	-	2671624	2672511	888			TetR family transcriptional regulator				TTG	 
