Guide for interpreting SIPHT output
Locus Name	|	UpGENEnumber		UpGENEname		UpGENEdirection	distUpGENE	|	sRNAstart	end	dirsRNA	lensRNA	|	distDnGENE	DnGENEdir.	DnGENEnumber	DnGENEname		sRNAtype	BLASTscore	BLASTexpect	TermType	NumSearchesPredicted	BLASTpartner	QRNA?	homology to known sRNAs	Num paralogues	Weaker rev paralogue?	Paralogous candidates	Conserved synteny with knowns	Potential UTR?	Riboswitch?	Putative TFBSs
Candidate_455_NC_003210	|	lmo0028		hypothetical_protein                            	*	>>>	1	|	31965	32114	>>>	149	|	82	>>>	lmo0029	hypothetical_protein                           	*	candidate	583	7.1e-20	F	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	NC_003210_lhrC(+)_+_	0	-	-	-	-	-	-
Candidate_456_NC_003210	|	lmo0295		hypothetical_protein                            	*	>>>	1	|	321281	321361	>>>	80	|	128	>>>	lmo0296	hypothetical_protein                           	*	candidate	915	5.1e-35	F	1	Listeria_innocua_Clip11262_chromosome_	RNA	-	0	-	-	-	-	-	-
Candidate_457_NC_003210	|	lmo0319		hypothetical_protein                            	*	<<<	1	|	344638	344849	>>>	211	|	0	<<<	lmo0320	hypothetical_protein                           	*	candidate	619	9.7e-22	F	3	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_	RNA	-	0		Candidate_150_NC_003210(anti)	-	-	-	-
Candidate_458_NC_003210	|	lmo0470		hypothetical_protein                            	*	>>>	71	|	507069	507222	<<<	153	|	500	>>>	lmo0471	hypothetical_protein                           	*	candidate	290	0.00031	X	18	Staphylococcus_aureus_subsp._aureus_N315_chromosome_<>Staphylococcus_aureus_subsp._aureus_Mu50_chromosome_<>Staphylococcus_aureus_subsp._aureus_COL_chromosome_<>Staphylococcus_aureus_subsp._aureus_MRSA252_chromosome_<>Staphylococcus_aureus_subsp._aureus_MSSA476_chromosome_<>Listeria_innocua_Clip11262_plasmid_pLI100<>Staphylococcus_aureus_subsp._aureus_MW2_chromosome_<>Enterococcus_faecalis_V583_plasmid_pTEF2<>Staphylococcus_aureus_subsp._aureus_USA300_FPR3757_chromosome_<>Staphylococcus_aureus_subsp._aureus_JH9_chromosome_<>Staphylococcus_aureus_subsp._aureus_JH1_chromosome_<>Staphylococcus_aureus_subsp._aureus_str._Newman_chromosome_<>Staphylococcus_aureus_subsp._aureus_Mu3_chromosome_<>Staphylococcus_carnosus_subsp._carnosus_TM300_chromosome_<>Staphylococcus_aureus_subsp._aureus_ED98_chromosome_<>Carnobacterium_sp._17-4_chromosome_<>Melissococcus_plutonius_ATCC_35311_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	COD	-	4		Candidate_179_NC_003210(anti),Candidate_180_NC_003210(opp),Candidate_408_NC_003210(para),Candidate_450_NC_003210(para),Candidate_431_NC_003210(para),Candidate_363_NC_003210(para)	-	-	-	-
Candidate_459_NC_003210	|	lmo0478		putative_secreted_protein                       	*	>>>	63	|	515122	515168	>>>	46	|	222	>>>	lmo0479	putative_secreted_protein                      	*	candidate	215	0.0041	X	4	Colwellia_psychrerythraea_34H_chromosome_<>Leptospira_interrogans_serovar_Lai_str._56601_chromosome_I<>Bacillus_cereus_E33L_plasmid_pE33L5<>Cyclobacterium_marinum_DSM_745_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_460_NC_003210	|	lmo0560		glutamate_dehydrogenase                         	*	<<<	258	|	600603	600835	<<<	232	|	1	<<<	lmo0561	phosphoribosyl-ATP_pyrophosphatase             	*	candidate	712	3e-26	Z	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0	-	-	-	-	-	-
Candidate_461_NC_003210	|	lmo0056		hypothetical_protein                            	*	>>>	47	|	60847	60947	<<<	100	|	0	>>>	lmo0057	hypothetical_protein                           	*	candidate	550	2.2e-18	X	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0		Candidate_109_NC_003210(anti),Candidate_462_NC_003210(anti)	-	-	-	-
Candidate_463_NC_003210	|	lmo0627		pepdidoglycan_bound_protein                     	*	>>>	0	|	668991	669085	<<<	94	|	0	>>>	lmo0628	hypothetical_protein                           	*	candidate	396	3.1e-11	F	1	Listeria_innocua_Clip11262_chromosome_	RNA	-	0	-	-	-	-	-	-
Candidate_464_NC_003210	|	lmo0642		hypothetical_protein                            	*	>>>	2	|	684250	684389	<<<	139	|	0	>>>	lmo0643	hypothetical_protein                           	*	candidate	295	7.2e-07	F	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0	-	-	-	-	-	-
Candidate_465_NC_003210	|	lmo0661		hypothetical_protein                            	*	<<<	2	|	701187	701244	>>>	57	|	2	<<<	lmo0662	hypothetical_protein                           	*	candidate	278	1e-05	X	1	Listeria_innocua_Clip11262_chromosome_	RNA	-	0	-	-	-	-	-	-
Candidate_466_NC_003210	|	lmo0671		hypothetical_protein                            	*	>>>	708	|	708929	709020	>>>	91	|	113	>>>	lmo0672	hypothetical_protein                           	*	candidate	416	2.4e-12	F	5	Lawsonia_intracellularis_PHE/MN1-00_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Clostridium_cellulovorans_743B_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	1		Candidate_82_NC_003210(opp),Candidate_213_NC_003210(tandem)	-	-	-	-B.subtilis_sigA_3(9.04|-158)
Candidate_467_NC_003210	|	lmo0690		flagellin                                       	*	>>>	12	|	725772	725831	>>>	59	|	202	>>>	lmo0691	chemotaxis_response_regulator_CheY             	*	candidate	224	0.0019	X	6	Listeria_innocua_Clip11262_chromosome_<>Rickettsia_felis_URRWXCal2_chromosome_<>Lawsonia_intracellularis_PHE/MN1-00_plasmid_3<>Lactobacillus_delbrueckii_subsp._bulgaricus_ATCC_11842_chromosome_<>Aerococcus_urinae_ACS-120-V-Col10a_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	NC_000913_micF(+)_+_(hom)	1		Candidate_216_NC_003210(tandem)	-	-	-	-
Candidate_468_NC_003210	|	lmo0829		hypothetical_protein                            	*	>>>	-1	|	859406	859643	<<<	237	|	12	<<<	lmo0830	hypothetical_protein                           	*	candidate	555	7.7e-19	Z	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_469_NC_003210	|	lmo0958		hypothetical_protein                            	*	>>>	0	|	991691	991809	<<<	118	|	0	>>>	lmo0959	hypothetical_protein                           	*	candidate	371	2.7e-10	F	3	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_	RNA	-	0	-	-	-	-	-	-
~
Glycine_NC_003210	|	lmo1347		hypothetical_protein                            	*	<<<	348	|	1372825	1372996	>>>	171	|	18	>>>	lmo1348	glycine_cleavage_system_aminomethyltransferase_T   	*	Glycine	262	0.0018	R	25	Bacillus_halodurans_C-125_chromosome_<>Listeria_innocua_Clip11262_chromosome_<>Oceanobacillus_iheyensis_HTE831_chromosome_<>Geobacillus_kaustophilus_HTA426_chromosome_<>Bacillus_clausii_KSM-K16_chromosome_<>Carboxydothermus_hydrogenoformans_Z-2901_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Geobacillus_thermodenitrificans_NG80-2_chromosome_<>Lysinibacillus_sphaericus_C3-41_chromosome_<>Halothermothrix_orenii_H_168_chromosome_<>Geobacillus_sp._WCH70_chromosome_<>Paenibacillus_sp._Y412MC10_chromosome_<>Geobacillus_sp._Y412MC61_chromosome_<>Bacillus_pseudofirmus_OF4_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Bacillus_megaterium_QM_B1551_chromosome_<>Bacillus_megaterium_DSM_319_chromosome_<>Geobacillus_sp._C56-T3_chromosome_<>Thermosediminibacter_oceani_DSM_16646_chromosome_<>Halanaerobium_hydrogeniformans_chromosome_<>Geobacillus_sp._Y412MC52_chromosome_<>Tepidanaerobacter_sp._Re1_chromosome_<>Bacillus_coagulans_2-6_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_<>Bacillus_coagulans_36D1_chromosome_	RNA	NC_003210_gcvT(+)_+_|NC_000964_gcvT(-)_-_(hom)|NC_002745_gcvT(-)_-_(hom)	0	-	-	-	5	-	-
sbrA_NC_003210	|	lmo1374		hypothetical_protein                            	*	>>>	35	|	1399363	1399437	>>>	74	|	261	>>>	lmo1375	hypothetical_protein                           	*	sbrA	247	6e-05	R	6	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Bacillus_coagulans_2-6_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_<>Bacillus_coagulans_36D1_chromosome_	RNA	-	1		Candidate_68_NC_003210(opp),Candidate_68_NC_003210(anti)	-	-	-	-
rliD_NC_003210	|	lmo1330		30S_ribosomal_protein_S15                       	*	>>>	0	|	1359104	1359351	<<<	247	|	0	>>>	lmo1331	polynucleotide_phosphorylase/polyadenylase     	*	rliD	979	5.6e-38	R	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	NC_003210_rliD(-)_-_|NC_003210_rliD(-)_-_(rev)	0		Candidate_316_NC_003210(anti)	-	-	-	-
L10_leader_NC_003210	|	lmo0249		50S_ribosomal_protein_L1                        	*	>>>	129	|	266313	266390	>>>	77	|	40	>>>	lmo0250	50S_ribosomal_protein_L10                      	*	L10_leader	109	6.8e-06	T	8	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Geobacillus_thermodenitrificans_NG80-2_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Bacillus_megaterium_QM_B1551_chromosome_<>Bacillus_megaterium_DSM_319_chromosome_<>Geobacillus_sp._Y4.1MC1_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0		Candidate_444_NC_003210(anti),Candidate_444_NC_003210(anti)	-	5	-	-
tRNA_NC_003210	|	lmo0637		hypothetical_protein                            	*	>>>	6	|	677402	677503	>>>	101	|	-40	<<<	lmot11	tRNA-Ser                                       	*	tRNA	237	0.00071	T	1	Listeria_innocua_Clip11262_chromosome_	-	-	0	-	-	-	-	-	-
Lysine_NC_003210	|	lmo0798		hypothetical_protein                            	*	<<<	35	|	826432	826681	<<<	249	|	70	<<<	lmo0799	hypothetical_protein                           	*	Lysine	210	0.0017	B	37	Staphylococcus_aureus_subsp._aureus_N315_chromosome_<>Staphylococcus_aureus_subsp._aureus_Mu50_chromosome_<>Staphylococcus_aureus_subsp._aureus_COL_chromosome_<>Staphylococcus_aureus_subsp._aureus_MRSA252_chromosome_<>Staphylococcus_aureus_subsp._aureus_MSSA476_chromosome_<>Listeria_innocua_Clip11262_chromosome_<>Staphylococcus_aureus_subsp._aureus_MW2_chromosome_<>Bacillus_anthracis_str._Ames_chromosome_<>Bacillus_cereus_ATCC_14579_chromosome_<>Bacillus_anthracis_str._Sterne_chromosome_<>Bacillus_thuringiensis_serovar_konkukian_str._97-27_chromosome_<>Bacillus_cereus_E33L_chromosome_<>Staphylococcus_saprophyticus_subsp._saprophyticus_ATCC_15305_chromosome_<>Bacillus_anthracis_str._'Ames_Ancestor'_chromosome_<>Staphylococcus_aureus_subsp._aureus_USA300_FPR3757_chromosome_<>Staphylococcus_aureus_subsp._aureus_NCTC_8325_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Staphylococcus_aureus_subsp._aureus_JH9_chromosome_<>Staphylococcus_aureus_subsp._aureus_JH1_chromosome_<>Staphylococcus_aureus_subsp._aureus_str._Newman_chromosome_<>Staphylococcus_aureus_subsp._aureus_Mu3_chromosome_<>Staphylococcus_aureus_subsp._aureus_USA300_TCH1516_chromosome_<>Bacillus_weihenstephanensis_KBAB4_chromosome_<>Bacillus_cereus_AH187_chromosome_<>Bacillus_cereus_B4264_chromosome_<>Bacillus_cereus_AH820_chromosome_<>Bacillus_cereus_Q1_chromosome_<>Bacillus_cereus_03BB102_chromosome_<>Bacillus_anthracis_str._CDC_684_chromosome_<>Bacillus_anthracis_str._A0248_chromosome_<>Staphylococcus_aureus_subsp._aureus_ED98_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Bacillus_thuringiensis_BMB171_chromosome_<>Bacillus_cereus_biovar_anthracis_str._CI_chromosome_<>Thermosediminibacter_oceani_DSM_16646_chromosome_<>Halanaerobium_hydrogeniformans_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	NC_003210_Lysine(-)_-_|NC_002745_Lysine2(-)_-_(hom)|NC_000964_Lysine2(-)_-_(hom)	0	-	-	-	-	-	-
SAM_NC_003210	|	lmo0844		hypothetical_protein                            	*	>>>	55	|	882761	882957	>>>	196	|	4	>>>	lmo0845	hypothetical_protein                           	*	SAM	213	0.0018	T	41	Staphylococcus_epidermidis_RP62A_chromosome_<>Listeria_innocua_Clip11262_chromosome_<>Bacillus_anthracis_str._Ames_chromosome_<>Oceanobacillus_iheyensis_HTE831_chromosome_<>Staphylococcus_epidermidis_ATCC_12228_chromosome_<>Bacillus_anthracis_str._Sterne_chromosome_<>Bacillus_thuringiensis_serovar_konkukian_str._97-27_chromosome_<>Bacillus_cereus_E33L_chromosome_<>Bacillus_licheniformis_ATCC_14580_chromosome_<>Bacillus_clausii_KSM-K16_chromosome_<>Staphylococcus_saprophyticus_subsp._saprophyticus_ATCC_15305_chromosome_<>Bacillus_anthracis_str._'Ames_Ancestor'_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Bacillus_thuringiensis_str._Al_Hakam_chromosome_<>Clostridium_beijerinckii_NCIMB_8052_chromosome_<>Clostridium_kluyveri_DSM_555_chromosome_<>Alkaliphilus_oremlandii_OhILAs_chromosome_<>Bacillus_weihenstephanensis_KBAB4_chromosome_<>Lysinibacillus_sphaericus_C3-41_chromosome_<>Exiguobacterium_sibiricum_255-15_chromosome_<>Bacillus_cereus_AH187_chromosome_<>Bacillus_cereus_B4264_chromosome_<>Bacillus_cereus_AH820_chromosome_<>Clostridium_kluyveri_NBRC_12016_chromosome_<>Bacillus_cereus_Q1_chromosome_<>Bacillus_cereus_03BB102_chromosome_<>Brevibacillus_brevis_NBRC_100599_chromosome_<>Bacillus_anthracis_str._CDC_684_chromosome_<>Bacillus_anthracis_str._A0248_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Bacillus_megaterium_DSM_319_chromosome_<>Clostridium_ljungdahlii_DSM_13528_chromosome_<>Bacillus_cereus_biovar_anthracis_str._CI_chromosome_<>Clostridium_cellulovorans_743B_chromosome_<>Thermoanaerobacterium_thermosaccharolyticum_DSM_571_chromosome_<>Bacillus_amyloliquefaciens_DSM_7_chromosome_<>Halanaerobium_hydrogeniformans_chromosome_<>Staphylococcus_pseudintermedius_HKU10-03_chromosome_<>Thermoanaerobacterium_xylanolyticum_LX-11_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_<>Oscillibacter_valericigenes_Sjm18-20_chromosome_	RNA	NC_003210_S_box4(+)_+_|NC_003210_S_box3(-)_-_|NC_000964_S_box6(+)_+_(hom)	0	-	-	-	5	-	-B.subtilis_sigA_3(12.50|-205)
tRNA_NC_003210	|	lmo0902		hypothetical_protein                            	*	>>>	73	|	939893	940018	>>>	125	|	-2	>>>	lmot14	tRNA-Glu                                       	*	tRNA	552	1.3e-18	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Erwinia_amylovora_CFBP1430_chromosome_	-	-	0	-	-	-	5	-	-B.subtilis_sigA_1(12.50|-64)
LhrC_NC_003210	|	lmo0946		hypothetical_protein                            	*	>>>	26	|	981571	981761	>>>	190	|	-19	<<<	lmo0947	hypothetical_protein                           	*	LhrC	215	0.0031	T	5	Listeria_innocua_Clip11262_chromosome_<>Listeria_innocua_Clip11262_plasmid_pLI100<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
yybP-ykoY_NC_003210	|	lmo0990		hypothetical_protein                            	*	>>>	172	|	1021556	1021637	>>>	81	|	27	>>>	lmo0991	hypothetical_protein                           	*	yybP-ykoY	145	9.6e-07	T	34	Listeria_innocua_Clip11262_chromosome_<>Bacillus_cereus_ATCC_10987_chromosome_<>Bacillus_anthracis_str._Ames_chromosome_<>Bacillus_cereus_ATCC_14579_chromosome_<>Bacillus_anthracis_str._Sterne_chromosome_<>Bacillus_thuringiensis_serovar_konkukian_str._97-27_chromosome_<>Bacillus_cereus_E33L_chromosome_<>Bacillus_clausii_KSM-K16_chromosome_<>Bacillus_anthracis_str._'Ames_Ancestor'_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Bacillus_cytotoxicus_NVH_391-98_chromosome_<>Bacillus_amyloliquefaciens_FZB42_chromosome_<>Bacillus_pumilus_SAFR-032_chromosome_<>Bacillus_weihenstephanensis_KBAB4_chromosome_<>Lysinibacillus_sphaericus_C3-41_chromosome_<>Bacillus_cereus_AH187_chromosome_<>Bacillus_cereus_B4264_chromosome_<>Bacillus_cereus_G9842_chromosome_<>Bacillus_cereus_AH820_chromosome_<>Bacillus_cereus_Q1_chromosome_<>Macrococcus_caseolyticus_JCSC5402_chromosome_<>Bacillus_cereus_03BB102_chromosome_<>Bacillus_anthracis_str._CDC_684_chromosome_<>Bacillus_anthracis_str._A0248_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Bacillus_megaterium_QM_B1551_chromosome_<>Bacillus_thuringiensis_BMB171_chromosome_<>Bacillus_cereus_biovar_anthracis_str._CI_chromosome_<>Bacillus_amyloliquefaciens_DSM_7_chromosome_<>Bacillus_atrophaeus_1942_chromosome_<>Bacillus_coagulans_2-6_chromosome_<>Lactococcus_garvieae_ATCC_49156_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_<>Bacillus_coagulans_36D1_chromosome_	RNA	NC_003210_yybP1ykoY(+)_+_|NC_000964_yybP1ykoY2(-)_-_(hom)|NC_002745_yybP1ykoY(+)_+_(hom)	0	-	-	-	5	-	-
rliC_NC_003210	|	lmo1117		hypothetical_protein                            	*	>>>	405	|	1154610	1154709	>>>	99	|	154	<<<	lmo1118	hypothetical_protein                           	*	rliC	247	0.00014	T	66	Methanocaldococcus_jannaschii_DSM_2661_chromosome_<>Pasteurella_multocida_subsp._multocida_str._Pm70_chromosome_<>Sulfolobus_solfataricus_P2_chromosome_<>Nostoc_sp._PCC_7120_chromosome_<>Methanosarcina_mazei_Go1_chromosome_<>Leptospira_interrogans_serovar_Lai_str._56601_chromosome_I<>Leptospira_interrogans_serovar_Lai_str._56601_chromosome_II<>Enterococcus_faecalis_V583_chromosome_<>Photorhabdus_luminescens_subsp._laumondii_TTO1_chromosome_<>Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1_chromosome_<>Leptospira_interrogans_serovar_Copenhageni_str._Fiocruz_L1-130_chromosome_I<>Candidatus_Protochlamydia_amoebophila_UWE25_chromosome_<>Acinetobacter_sp._ADP1_chromosome_<>Streptococcus_thermophilus_LMG_18311_chromosome_<>Zymomonas_mobilis_subsp._mobilis_ZM4_chromosome_<>Francisella_tularensis_subsp._tularensis_SCHU_S4_chromosome_<>Bacillus_anthracis_str._'Ames_Ancestor'_plasmid_pXO2<>Ehrlichia_canis_str._Jake_chromosome_<>Methanosarcina_barkeri_str._Fusaro_chromosome_<>Ehrlichia_chaffeensis_str._Arkansas_chromosome_<>Lawsonia_intracellularis_PHE/MN1-00_plasmid_2<>Francisella_tularensis_subsp._tularensis_FSC198_chromosome_<>Trichodesmium_erythraeum_IMS101_chromosome_<>Leptospira_borgpetersenii_serovar_Hardjo-bovis_L550_chromosome_2<>Gramella_forsetii_KT0803_chromosome_<>Candidatus_Ruthia_magnifica_str._Cm_(Calyptogena_magnifica)_chromosome_<>Acinetobacter_baumannii_ATCC_17978_chromosome_<>Francisella_tularensis_subsp._tularensis_WY96-3418_chromosome_<>Flavobacterium_johnsoniae_UW101_chromosome_<>Thermosipho_melanesiensis_BI429_chromosome_<>Alkaliphilus_metalliredigens_QYMF_chromosome_<>Clostridium_botulinum_F_str._Langeland_chromosome_<>Rickettsia_canadensis_str._McKiel_chromosome_<>Rickettsia_akari_str._Hartford_chromosome_<>Rickettsia_rickettsii_str._'Sheila_Smith'_chromosome_<>Alkaliphilus_oremlandii_OhILAs_chromosome_<>Clostridium_botulinum_B1_str._Okra_chromosome_<>Proteus_mirabilis_HI4320_chromosome_<>Borrelia_recurrentis_A1_chromosome_<>Halothermothrix_orenii_H_168_chromosome_<>Bacillus_anthracis_str._CDC_684_plasmid_pX02<>Bacillus_anthracis_str._A0248_plasmid_pXO2<>Clostridium_botulinum_Ba4_str._657_chromosome_<>Photorhabdus_asymbiotica_subsp._asymbiotica_ATCC_43949_chromosome_<>Clostridium_difficile_CD196_chromosome_<>Clostridium_difficile_R20291_chromosome_<>Zymomonas_mobilis_subsp._mobilis_NCIMB_11163_chromosome_<>Methanocaldococcus_vulcanius_M7_chromosome_<>Escherichia_coli_O55:H7_str._CB9615_chromosome_<>Zunongwangia_profunda_SM-A87_chromosome_<>Moraxella_catarrhalis_RH4_chromosome_<>Bacillus_thuringiensis_BMB171_chromosome_<>Leuconostoc_gasicomitatum_LMG_18811_chromosome_<>Clostridium_ljungdahlii_DSM_13528_chromosome_<>Bacillus_cereus_biovar_anthracis_str._CI_plasmid_pCI-XO2<>Clostridium_cellulovorans_743B_chromosome_<>Sulfurimonas_autotrophica_DSM_16294_chromosome_<>Ilyobacter_polytropus_DSM_2926_chromosome_<>Caldicellulosiruptor_kronotskyensis_2002_chromosome_<>Odoribacter_splanchnicus_DSM_20712_chromosome_<>Methanobacterium_sp._AL-21_chromosome_<>Streptococcus_suis_ST3_chromosome_<>Krokinobacter_sp._4H-3-7-5_chromosome_<>Glaciecola_sp._4H-3-7+YE-5_chromosome_<>Zymomonas_mobilis_subsp._pomaceae_ATCC_29192_chromosome_<>Rickettsia_japonica_YH_chromosome_	RNA	NC_002745_sprA(+)_+_(hom|rev)	3		Candidate_277_NC_003210(tandem),Candidate_278_NC_003210(anti),Candidate_18_NC_003210(para),Candidate_75_NC_003210(para)	-	-	-	-
sbrA_NC_003210	|	lmo1374		hypothetical_protein                            	*	>>>	35	|	1399363	1399455	>>>	92	|	243	>>>	lmo1375	hypothetical_protein                           	*	sbrA	247	6e-05	T	6	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Bacillus_coagulans_2-6_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_<>Bacillus_coagulans_36D1_chromosome_	RNA	-	1		Candidate_68_NC_003210(opp),Candidate_68_NC_003210(anti)	-	-	-	-
6S_NC_003210	|	lmo1513		hypothetical_protein                            	*	<<<	108	|	1546331	1546445	<<<	114	|	162	<<<	lmo1514	recombination_factor_protein_RarA              	*	6S	232	0.00018	T	38	Bacillus_subtilis_subsp._subtilis_str._168_chromosome_<>Staphylococcus_aureus_subsp._aureus_COL_chromosome_<>Staphylococcus_epidermidis_RP62A_chromosome_<>Listeria_innocua_Clip11262_chromosome_<>Staphylococcus_epidermidis_ATCC_12228_chromosome_<>Enterococcus_faecalis_V583_chromosome_<>Bacillus_licheniformis_ATCC_14580_chromosome_<>Geobacillus_kaustophilus_HTA426_chromosome_<>Staphylococcus_haemolyticus_JCSC1435_chromosome_<>Staphylococcus_aureus_RF122_chromosome_<>Staphylococcus_aureus_subsp._aureus_USA300_FPR3757_chromosome_<>Staphylococcus_aureus_subsp._aureus_NCTC_8325_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Geobacillus_thermodenitrificans_NG80-2_chromosome_<>Staphylococcus_aureus_subsp._aureus_JH9_chromosome_<>Staphylococcus_aureus_subsp._aureus_JH1_chromosome_<>Bacillus_amyloliquefaciens_FZB42_chromosome_<>Staphylococcus_aureus_subsp._aureus_USA300_TCH1516_chromosome_<>Anoxybacillus_flavithermus_WK1_chromosome_<>Staphylococcus_carnosus_subsp._carnosus_TM300_chromosome_<>Geobacillus_sp._WCH70_chromosome_<>Geobacillus_sp._Y412MC61_chromosome_<>Acidaminococcus_fermentans_DSM_20731_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Staphylococcus_lugdunensis_HKU09-01_chromosome_<>Bacillus_megaterium_QM_B1551_chromosome_<>Bacillus_megaterium_DSM_319_chromosome_<>Geobacillus_sp._C56-T3_chromosome_<>Syntrophothermus_lipocalidus_DSM_12680_chromosome_<>Bacillus_subtilis_subsp._spizizenii_str._W23_chromosome_<>Bacillus_amyloliquefaciens_DSM_7_chromosome_<>Geobacillus_sp._Y4.1MC1_chromosome_<>Bacillus_cellulosilyticus_DSM_2522_chromosome_<>Staphylococcus_pseudintermedius_HKU10-03_chromosome_<>Carnobacterium_sp._17-4_chromosome_<>Bacillus_coagulans_2-6_chromosome_<>Megasphaera_elsdenii_DSM_20460_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
